kodifikasi,nama,lokasi,kotamadya,kecamatan,kelurahan,luas,jenis
814070005,Taman Seno Baru/besar, Jl. Tebet Barat Raya , Jakarta Selatan , Tebet , Tebet Barat ,3493, Taman Lingkungan 
814070037,Taman Kramat, Jl. Tebet Barat Dalam IIIC , Jakarta Selatan , Tebet , Tebet Barat ,459, Taman Lingkungan 
814070015,Taman Gelora II, Jl. Tebet Barat Dalam VIj , Jakarta Selatan , Tebet , Tebet Barat ,255, Taman Lingkungan 
814070003,Taman Pule, Jl. Tebet Barat Vik , Jakarta Selatan , Tebet , Tebet Barat ,313, Taman Lingkungan 
814070013,Taman Tunggal, Jl. Tebet Barat Dalam VB , Jakarta Selatan , Tebet , Tebet Barat ,254, Taman Lingkungan 
814070001,Taman Tebet Barat, Jl. Tebet Barat Dalam , Jakarta Selatan , Tebet , Tebet Barat ,910, Taman Lingkungan 
814070010,Taman Persatuan, Jl. Tebet Barat Dalam IIC , Jakarta Selatan , Tebet , Tebet Barat ,550, Taman Lingkungan 
814070008,Taman Perdapa, Jl. Tebet Barat Dalam Ic , Jakarta Selatan , Tebet , Tebet Barat ,266, Taman Lingkungan 
814070018,Taman Mandala, Jl. Tebet Utara III , Jakarta Selatan , Tebet , Tebet Timur ,1757, Taman Lingkungan 
814070029,Taman Hasyim, Jl. Tebet Timur Dalam XE , Jakarta Selatan , Tebet , Tebet Timur ,500, Taman Lingkungan 
814070027,Taman Tebet Timur Dalam VIII M, Jl. Tebet Timur Dalam VIII M , Jakarta Selatan , Tebet , Tebet Timur ,546, Taman Lingkungan 
814070025,Taman Tebet Timur Dalam Va, Jl. Tebet Timur Dalam V a , Jakarta Selatan , Tebet , Tebet Timur ,1264, Taman Lingkungan 
814070023,Taman Teladan, Jl. Tebet Timur Dalam IV a , Jakarta Selatan , Tebet , Tebet Timur ,296, Taman Lingkungan 
814070021,Taman Budhi, Jl. Tebet Timur Dalam VI J , Jakarta Selatan , Tebet , Tebet Timur ,747, Taman Lingkungan 
814070019,Taman Ganefo, Jl. Tebet Utara IVg , Jakarta Selatan , Tebet , Tebet Timur ,121, Taman Lingkungan 
814070017,Taman Berdikari (Tebet Tmr), Jl. Tebet Utara IIc , Jakarta Selatan , Tebet , Tebet Timur ,1679, Taman Lingkungan 
814070028,Taman Tebet Timur Dalam IX A, Jl. Tebet Timur Dalam IX A , Jakarta Selatan , Tebet , Tebet Timur ,66, Taman Lingkungan 
814070026,Taman Nilam, Jl. Tebet Timur Dalam VIII , Jakarta Selatan , Tebet , Tebet Timur ,1456, Taman Lingkungan 
814070024,Taman Hasbah, Jl. Tebet Timur Dalam VA , Jakarta Selatan , Tebet , Tebet Timur ,539, Taman Lingkungan 
814070022,Taman Marathon, Jl. Tebet Timur Dalam I b , Jakarta Selatan , Tebet , Tebet Timur ,720, Taman Lingkungan 
814070020,Taman Bhakti (Tebet Tmr), Jl. Tebet Timur IIe , Jakarta Selatan , Tebet , Tebet Timur ,320, Taman Lingkungan 
815060007,Taman Kec Cakung, Jl. Bekasi Raya , Jakarta Timur , Cakung , Cakung Barat ,2500, Taman Lingkungan 
815060008,Taman Elang Bondol (Cakung Brt), Jl. Bekasi Raya , Jakarta Timur , Cakung , Cakung Barat ,1050, Taman Lingkungan 
815060004,Taman Segitiga Tol Cakung, Jl. Akses Tol , Jakarta Timur , Cakung , Cakung Barat ,50, Taman Lingkungan 
815060001,Taman Komplek PLN, Jl. PLN Klender , Jakarta Timur , Cakung , Jatinegara ,400, Taman Lingkungan 
815060005,Taman Segitiga Pulo Gebang, Jl. STKA Cakung , Jakarta Timur , Cakung , Pulo Gebang ,50, Taman Lingkungan 
815060002,Taman PKK Sentra Primer, Jl. Sentra Primer Timur , Jakarta Timur , Cakung , Pulo Gebang ,1000, Taman Lingkungan 
815060006,Taman RTH Penggilingan, Kel. Penggilingan , Jakarta Timur , Cakung , Pulo Gebang ,1000, Taman Lingkungan 
815012012,Taman Segitiga Pintu I Taman, Jl. Pintu I Taman Mini , Jakarta Timur , Cipayung , Ceger ,150, Taman Lingkungan 
815012010,Taman Koperasi, Jl. Koperasi , Jakarta Timur , Cipayung , Ceger ,165, Taman Lingkungan 
815012011,Taman Kosgoro, Jl. Kosgoro , Jakarta Timur , Cipayung , Ceger ,187, Taman Lingkungan 
815012004,Taman Kav. DKI Blok H, Kav. DKI Blok H , Jakarta Timur , Cipayung , Cipayung ,2780, Taman Lingkungan 
815012014,Taman Segitiga Cipayung, Segitiga Cipayung , Jakarta Timur , Cipayung , Cipayung ,315, Taman Lingkungan 
815012002,Taman Akustik, Jl. Akustik , Jakarta Timur , Cipayung , Cipayung ,449, Taman Lingkungan 
815012008,Taman Bina Marga I, Jl. Bina Marga I , Jakarta Timur , Cipayung , Cipayung ,325, Taman Lingkungan 
815012006,Taman Kav. DKI Blok E I, Kav. DKI Blok E I , Jakarta Timur , Cipayung , Cipayung ,195, Taman Lingkungan 
815012016,Taman Segitiga Cibubur, Segitiga Cibubur , Jakarta Timur , Cipayung , Cipayung ,50, Taman Lingkungan 
815012003,Taman PBSI, Komp. PBSI , Jakarta Timur , Cipayung , Cipayung ,315, Taman Lingkungan 
815012013,Taman Pengembangan RTH, Pengembangan RTH , Jakarta Timur , Cipayung , Cipayung ,1000, Taman Lingkungan 
815012001,Taman Alamanda, Jl. Alamanda , Jakarta Timur , Cipayung , Cipayung ,3318, Taman Lingkungan 
815012009,Taman Bina Marga II, Jl. Bina Marga II , Jakarta Timur , Cipayung , Cipayung ,116, Taman Lingkungan 
815012007,Taman Kav. DKI Blok E II/Taman Akustik, Kav. DKI Blok E II , Jakarta Timur , Cipayung , Cipayung ,475, Taman Lingkungan 
815021001,Taman Segitiga Pd. Gede, Jl. Pondok Gede , Jakarta Timur , Cipayung , Lubang Buaya ,619, Taman Lingkungan 
815011005,Taman Segitiga Bromo, Jl. Bromo , Jakarta Timur , Ciracas , Cibubur ,1597, Taman Lingkungan 
815011003,Taman Segitiga Tidar, Cibubur Permai , Jakarta Timur , Ciracas , Cibubur ,800, Taman Lingkungan 
815011012,Taman Segitiga Merbabu, Jl. Merbabu , Jakarta Timur , Ciracas , Cibubur ,1892, Taman Lingkungan 
815011001,Taman Segitiga Lap. Tembak, Jl. Lapangan Tembak , Jakarta Timur , Ciracas , Cibubur ,770, Taman Lingkungan 
815011010,Taman Argopuro, Jl. Argopuro , Jakarta Timur , Ciracas , Cibubur ,2118, Taman Lingkungan 
815011006,Taman Danau Rawa Dongkal, Cibubur Indah (Bukit Permai) , Jakarta Timur , Ciracas , Cibubur ,50000, Taman Lingkungan 
815011004,Taman Patas, Jl. Patas , Jakarta Timur , Ciracas , Cibubur ,1493, Taman Lingkungan 
815011002,Taman Segitiga Cibubur, Jl. Taman Bunga , Jakarta Timur , Ciracas , Cibubur ,300, Taman Lingkungan 
815011011,Taman Tidar, Jl. Tidar , Jakarta Timur , Ciracas , Cibubur ,5274, Taman Lingkungan 
815011007,Taman Segitiga Tanah Merdeka, Jl. TB Simatupang , Jakarta Timur , Ciracas , Rambutan ,549, Taman Lingkungan 
815011008,Taman Segitiga Kp. Rambutan, Jl. TB Simatupang , Jakarta Timur , Ciracas , Susukan ,1600, Taman Lingkungan 
815011009,Taman Segitiga Jl. Suci, Jl. TB Simatupang , Jakarta Timur , Ciracas , Susukan ,600, Taman Lingkungan 
815031070,Taman Jl. Bayu RW.03, Jl. Bayu , Jakarta Timur , Duren Sawit , Duren Sawit ,796, Taman Lingkungan 
815031068,Taman Kav. PTB Duren Sawit Timur, Jl. Duren Sawit Timur Blok C 6 , Jakarta Timur , Duren Sawit , Duren Sawit ,751, Taman Lingkungan 
815021007,Taman Jati Waringin, Jl. Inspeksi Saluran Kali Malang , Jakarta Timur , Duren Sawit , Duren Sawit ,4834, Taman Lingkungan 
815031022,Taman Kav. Agraria, Jl. Kav. Agraria , Jakarta Timur , Duren Sawit , Duren Sawit ,2447, Taman Lingkungan 
815031020,Taman Duren Sawit Timur, Jl. Duren Sawit Timur , Jakarta Timur , Duren Sawit , Duren Sawit ,2194, Taman Lingkungan 
815031018,Taman Swadaya VIII, Jl. Swadaya VIII , Jakarta Timur , Duren Sawit , Duren Sawit ,2041, Taman Lingkungan 
815031071,Taman Blok Q3 RW 08 Kav PTB (Taman Diesel), Blok Q3 RW 08 , Jakarta Timur , Duren Sawit , Duren Sawit ,1000, Taman Lingkungan 
815031069,Taman Bambu Betung (Pndk Kelapa), Jl. Bambu Betung , Jakarta Timur , Duren Sawit , Duren Sawit ,989, Taman Lingkungan 
815031019,Taman Pendidikan, Jl. Pendidikan , Jakarta Timur , Duren Sawit , Duren Sawit ,1002, Taman Lingkungan 
815031015,Taman Duren Sawit V/F, Jl. Duren Sawit V/F , Jakarta Timur , Duren Sawit , Klender ,402, Taman Lingkungan 
815031013,Taman Duren Sawit III/F, Jl. Duren Sawit III/F , Jakarta Timur , Duren Sawit , Klender ,800, Taman Lingkungan 
815031077,Taman Duren Sawit Indah Blok AD I, Jl. Duren Sawit Indah Blok AD I , Jakarta Timur , Duren Sawit , Klender ,1666, Taman Lingkungan 
815031011,Taman Duren Sawit II/F, Jl. Duren Sawit II/F , Jakarta Timur , Duren Sawit , Klender ,294, Taman Lingkungan 
815031075,Taman Viaduct Klender, Jl. Viaduct Klender , Jakarta Timur , Duren Sawit , Klender ,8600, Taman Lingkungan 
815031060,Taman Lingkar Duren Sawit, Jl. Lingkar Duren Sawit , Jakarta Timur , Duren Sawit , Klender ,1000, Taman Lingkungan 
815031016,Taman Duren Sawit Indah I, Jl. Duren Sawit Barat I , Jakarta Timur , Duren Sawit , Klender ,1247, Taman Lingkungan 
815031014,Taman Duren Sawit IV/F, Jl. Duren Sawit IV/F , Jakarta Timur , Duren Sawit , Klender ,380, Taman Lingkungan 
815031012,Taman Duren Sawit I/F, Jl. Duren Sawit I/F , Jakarta Timur , Duren Sawit , Klender ,1000, Taman Lingkungan 
815031001,Taman Wijaya Kusuma (Pndk Bambu), Jl. Wijaya Kusuma , Jakarta Timur , Duren Sawit , Klender ,2133, Taman Lingkungan 
815031076,Taman Segitiga Jl. Dermaga (Hutan Kota), Jl. Dermaga , Jakarta Timur , Duren Sawit , Klender ,350, Taman Lingkungan 
815031010,Taman I Gusti Ngurah Rai, Jl. IG Ngurah Rai , Jakarta Timur , Duren Sawit , Klender ,16377, Taman Lingkungan 
815031061,Taman Blok M Perm Kary DKI, Blok M Perm Kary DKI , Jakarta Timur , Duren Sawit , Klender ,5161, Taman Lingkungan 
815031017,Taman Duren Sawit Indah II, Jl. Duren Sawit Indah II , Jakarta Timur , Duren Sawit , Klender ,1502, Taman Lingkungan 
815031059,Taman Teratai Putih, Jl. Teratai Putih , Jakarta Timur , Duren Sawit , Malaka Jaya ,1000, Taman Lingkungan 
815031048,Taman Malaka Sel. Blok C, Jl. Malaka Sel. Blok C , Jakarta Timur , Duren Sawit , Malaka Jaya ,885, Taman Lingkungan 
815031046,Taman Malaka Utara Blok C 12, Jl. Malaka Utara Blok C 12 , Jakarta Timur , Duren Sawit , Malaka Jaya ,404, Taman Lingkungan 
815031047,Taman Malaka Utara Blok C, Jl. Malaka Utra Blok C , Jakarta Timur , Duren Sawit , Malaka Jaya ,534, Taman Lingkungan 
815031078,Taman Jl. Nusa Indah IV, Jl. Nusa Indah IV , Jakarta Timur , Duren Sawit , Malaka Jaya ,739, Taman Lingkungan 
815031021,Taman Nusa Indah III, Jl. Nusa Indah III , Jakarta Timur , Duren Sawit , Malaka Jaya ,1000, Taman Lingkungan 
815031057,Taman Malaka Utara IV, Jl. Malaka Utara IV , Jakarta Timur , Duren Sawit , Malaka Sari ,593, Taman Lingkungan 
815031024,Taman Malaka Sel. Pinggir Kali, Jl. Malaka Selatan Pinggir Kali , Jakarta Timur , Duren Sawit , Malaka Sari ,3976, Taman Lingkungan 
815031044,Taman Malaka Barat, Jl. Malaka Barat IIIII , Jakarta Timur , Duren Sawit , Malaka Sari ,1495, Taman Lingkungan 
815031064,Taman Malaka Sltn Dpn Mesjid Al-Iman, Jl. Malaka Selatan 1G , Jakarta Timur , Duren Sawit , Malaka Sari ,1353, Taman Lingkungan 
815031042,Taman Delima VI, Jl. Delima VI , Jakarta Timur , Duren Sawit , Malaka Sari ,2625, Taman Lingkungan 
815031062,Taman Cempaka RW 10 Malaka Sari, Jl. Cempaka II , Jakarta Timur , Duren Sawit , Malaka Sari ,1369, Taman Lingkungan 
815031040,Taman Malaka Selatan II, Jl. Malaka Selatan II , Jakarta Timur , Duren Sawit , Malaka Sari ,1858, Taman Lingkungan 
815031045,Taman Malaka Selatan Blok A, Jl. Malaka Selatan Gang D , Jakarta Timur , Duren Sawit , Malaka Sari ,466, Taman Lingkungan 
815031043,Taman Rusun Klender, Jl. Rusun Klender , Jakarta Timur , Duren Sawit , Malaka Sari ,5948, Taman Lingkungan 
815031074,Taman Jl. Beringin, Jl. Beringin , Jakarta Timur , Duren Sawit , Malaka Sari ,405, Taman Lingkungan 
815031041,Taman Delima V, Jl. Delima V , Jakarta Timur , Duren Sawit , Malaka Sari ,574, Taman Lingkungan 
815031039,Taman Malaka Utara V, Jl. Malaka Utara V , Jakarta Timur , Duren Sawit , Malaka Sari ,532, Taman Lingkungan 
815031006,Taman Kesenian, Jl. Kesenian , Jakarta Timur , Duren Sawit , Pondok Bambu ,4384, Taman Lingkungan 
815031004,Taman Buluh Perindu, Jl. Buluh Perindu , Jakarta Timur , Duren Sawit , Pondok Bambu ,640, Taman Lingkungan 
815031002,Taman Pulau-pulau Jatiwaringin, Jl. Inspeksi Kali Malang , Jakarta Timur , Duren Sawit , Pondok Bambu ,11140, Taman Lingkungan 
815031066,Taman Bambu Mas Selatan, Jl. Bambu Mas Selatan , Jakarta Timur , Duren Sawit , Pondok Bambu ,445, Taman Lingkungan 
815031009,Taman Peng Kupat Kumis, Jl. Durian , Jakarta Timur , Duren Sawit , Pondok Bambu ,435, Taman Lingkungan 
815031073,Taman Jl. Bambu Duri I, Jl. Bambu Duri I , Jakarta Timur , Duren Sawit , Pondok Bambu ,344, Taman Lingkungan 
815031007,Taman Nakula, Jl. Nakula , Jakarta Timur , Duren Sawit , Pondok Bambu ,491, Taman Lingkungan 
815031005,Taman Bambu Betung (Pndk Bambu), Jl. Bambu Betung , Jakarta Timur , Duren Sawit , Pondok Bambu ,989, Taman Lingkungan 
815031003,Taman Kejaksaan (Pndk Bambu), Jl. Kejaksaan , Jakarta Timur , Duren Sawit , Pondok Bambu ,468, Taman Lingkungan 
815031008,Taman Bonang (Pndk Bambu), Jl. Bonang , Jakarta Timur , Duren Sawit , Pondok Bambu ,287, Taman Lingkungan 
815031072,Taman Jl. Tutul, Jl. Tutul , Jakarta Timur , Duren Sawit , Pondok Bambu ,809, Taman Lingkungan 
815031028,Taman Pd. Kelapa Brt VI, Jl. Pd. Kelapa Brt VI , Jakarta Timur , Duren Sawit , Pondok Kelapa ,694, Taman Lingkungan 
815031081,Taman Belakang Kav PTB P6, Kav PTB P6 , Jakarta Timur , Duren Sawit , Pondok Kelapa ,600, Taman Lingkungan 
815031037,Taman Pd. Kelapa Brt I & II, Jl. Pd. Kelapa Brt I & II , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1246, Taman Lingkungan 
815031026,Taman Lembah Palm, Jl. Hibrida 4 , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1407, Taman Lingkungan 
815031035,Taman Janur III, Jl. Janur III , Jakarta Timur , Duren Sawit , Pondok Kelapa ,691, Taman Lingkungan 
815031033,Taman Cengkir, Jl. Cengkir , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1861, Taman Lingkungan 
815031031,Taman Manggar III, Jl. Manggar III , Jakarta Timur , Duren Sawit , Pondok Kelapa ,533, Taman Lingkungan 
815031029,Taman Ikapola, Jl. Ikapola , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1366, Taman Lingkungan 
815031082,Taman Blok S Perum Karyawan DKI, Blok S Perum Kary DKI , Jakarta Timur , Duren Sawit , Pondok Kelapa ,571, Taman Lingkungan 
815031038,Taman Pulau 2 Malaka Selatan, Jl. Malaka Selatan 2A , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1122, Taman Lingkungan 
815031027,Taman Lembah Nyiur, Jl. Lembah Nyiur , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1072, Taman Lingkungan 
815031058,Taman Blok B Perum Kary DKI, Blok B Perum Kary DKI , Jakarta Timur , Duren Sawit , Pondok Kelapa ,3488, Taman Lingkungan 
815031036,Taman Pondok Kelapa II, Jl. Pondok Kelapa II , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1750, Taman Lingkungan 
815031025,Taman Lembah Pinang, Jl. Lembah Pinang , Jakarta Timur , Duren Sawit , Pondok Kelapa ,811, Taman Lingkungan 
815031067,Taman Kav. DPRD Blok AE 2, Jl. Nyiur 3 , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1209, Taman Lingkungan 
815031034,Taman Sabut, Jl. Sabut , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1257, Taman Lingkungan 
815031023,Taman Enau, Jl. Enau , Jakarta Timur , Duren Sawit , Pondok Kelapa ,867, Taman Lingkungan 
815031065,Taman Pondok Kelapa RW 02 Hutan Kota, Jl. Pondok Kelapa RW 02 Hutan Kota , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1000, Taman Lingkungan 
815031032,Taman Manggar IV, Jl. Manggar IV , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1850, Taman Lingkungan 
815031063,Taman Pondok Kelapa VIIID, Jl. Pondok Kelapa VIID , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1000, Taman Lingkungan 
815031030,Taman Janur Kuning, Jl. Janur Kuning , Jakarta Timur , Duren Sawit , Pondok Kelapa ,1373, Taman Lingkungan 
815031083,Taman Pondok Kelapa I D, Jl. Pondok Kelapa I D , Jakarta Timur , Duren Sawit , Pondok Kelapa ,470, Taman Lingkungan 
815031079,Taman Pondok Kopi RW.08, Pondok Kopi RW.08 , Jakarta Timur , Duren Sawit , Pondok Kopi ,2642, Taman Lingkungan 
815031055,Taman Arabika III, Jl. Arabika III , Jakarta Timur , Duren Sawit , Pondok Kopi ,1483, Taman Lingkungan 
815031053,Taman Pos Pos Polisi, Jl. Pondok Kopi Raya , Jakarta Timur , Duren Sawit , Pondok Kopi ,996, Taman Lingkungan 
815031051,Taman Pondok Kopi VII, Jl. Pondok Kopi VII , Jakarta Timur , Duren Sawit , Pondok Kopi ,380, Taman Lingkungan 
815031049,Taman Pondok Kopi II, Jl. Pondok Kopi II , Jakarta Timur , Duren Sawit , Pondok Kopi ,2160, Taman Lingkungan 
815031080,Taman Pondok Kopi V, Jl. Pondok Kopi V , Jakarta Timur , Duren Sawit , Pondok Kopi ,286, Taman Lingkungan 
815031056,Taman Pondok Kopi IV B, Jl. Pondok Kopi IV.B , Jakarta Timur , Duren Sawit , Pondok Kopi ,350, Taman Lingkungan 
815031054,Taman Pondok Kopi VIII, Jl. Pondok Kopi VIII , Jakarta Timur , Duren Sawit , Pondok Kopi ,2631, Taman Lingkungan 
815031052,Taman Pondok Kopi VII/B, Jl. Pondok Kopi VII/B , Jakarta Timur , Duren Sawit , Pondok Kopi ,397, Taman Lingkungan 
815031050,Taman Pondok Kopi III, Jl. Pondok Kopi III , Jakarta Timur , Duren Sawit , Pondok Kopi ,328, Taman Lingkungan 
815030022,Taman TK. Al Iman, Jl. Antar I , Jakarta Timur , Jatinegara , -   ,350, Taman Lingkungan 
815030020,Taman Blok NN Cip Jaya, Jl. Antar II , Jakarta Timur , Jatinegara , -   ,798, Taman Lingkungan 
815030018,Taman Cip. Jaya I Balai Warga Rw 07, Jl. Cip. Jaya I , Jakarta Timur , Jatinegara , -   ,608, Taman Lingkungan 
31010008,REFUNGSI SPBU NO. 31-13601 Jl.Inspeksi Saluran Timur, Jl.Inspeksi Saluran Timur , Jakarta Timur , Jatinegara , -   ,1230, Taman Lingkungan 
815030023,Taman Bekasi Timur Kodim, Jl. Bekasi Barat Raya , Jakarta Timur , Jatinegara , -   ,482, Taman Lingkungan 
815030021,Taman Hutan Kota Cip. Sel, Jl. Cipinang Selatan II , Jakarta Timur , Jatinegara , -   ,1456, Taman Lingkungan 
815030002,Taman Berlian Cawang, Jl. Berlian , Jakarta Timur , Jatinegara , Bidara Cina ,985, Taman Lingkungan 
815030003,Taman Hutan Kota Caw. Bwh, Jl. MT. Haryono , Jakarta Timur , Jatinegara , Bidara Cina ,3000, Taman Lingkungan 
815030019,Taman RTH RW.12 RT 10 CBU, Jl. Cipionang Pulo , Jakarta Timur , Jatinegara , Cipinang Besar Utara ,551, Taman Lingkungan 
815030017,Taman Kejaksaan, Jl. Bekasi Timur 4 , Jakarta Timur , Jatinegara , Cipinang Besar Utara ,3664, Taman Lingkungan 
815030008,Taman Cornel Simanjuntak, Jl. Simanjuntak , Jakarta Timur , Jatinegara , Cipinang Cempedak ,5404, Taman Lingkungan 
815030013,Taman Segitiga Asrama Seng, Jl. Komplek XI , Jakarta Timur , Jatinegara , Cipinang Cempedak ,230, Taman Lingkungan 
815030011,Taman Merah Delima, Jl. Merah Delima II , Jakarta Timur , Jatinegara , Cipinang Cempedak ,437, Taman Lingkungan 
815030009,Taman Segi Tiga Otista, Jl. Otista , Jakarta Timur , Jatinegara , Cipinang Cempedak ,127, Taman Lingkungan 
815030012,Taman Berdikari, Jl. Berdikari III , Jakarta Timur , Jatinegara , Cipinang Cempedak ,1274, Taman Lingkungan 
815030010,Taman Hijau Daun, Jl. Biru Laut , Jakarta Timur , Jatinegara , Cipinang Cempedak ,1870, Taman Lingkungan 
815030015,Taman Cip. Elok II, Jl. Cipinang Elok II , Jakarta Timur , Jatinegara , Cipinang Muara ,1093, Taman Lingkungan 
815030024,Taman RTH Rw 08 Cip Muara, RW 08 Cipinang Muara , Jakarta Timur , Jatinegara , Cipinang Muara ,803, Taman Lingkungan 
815030016,Taman Cipinang Elok II Blok AV, Jl. Cip Elok Blok AV , Jakarta Timur , Jatinegara , Cipinang Muara ,800, Taman Lingkungan 
815030014,Taman Cip. Elok I, Jl. Cipinang Elok I , Jakarta Timur , Jatinegara , Cipinang Muara ,758, Taman Lingkungan 
815030001,Taman Segi Tiga Tong Tek, Jl. Jatinegara Barat , Jakarta Timur , Jatinegara , Kampung Melayu ,178, Taman Lingkungan 
815030006,Taman Jl. Kaiman Bekasi Timur, Jl. Kaiman , Jakarta Timur , Jatinegara , Rawa Bunga ,391, Taman Lingkungan 
815030004,Taman Ex Pasar By Pass, Jl. Bekasi Timur , Jakarta Timur , Jatinegara , Rawa Bunga ,5000, Taman Lingkungan 
815030007,Taman Viaduct Jatinegara, Jl. Mayjen DI Panjaitan , Jakarta Timur , Jatinegara , Rawa Bunga ,2710, Taman Lingkungan 
815030005,Taman Barkah, Jl. Bekasi Timur IX , Jakarta Timur , Jatinegara , Rawa Bunga ,3704, Taman Lingkungan 
815020014,Taman Darmawanita, Jl. Mayjen Sutoyo , Jakarta Timur , Kramat Jati , Cawang ,300, Taman Lingkungan 
815020012,Taman Segitiga Pinggir Tol, Jl. Cililitan Besar RW. 03 , Jakarta Timur , Kramat Jati , Cililitan ,904, Taman Lingkungan 
815020010,Taman Segitiga RW. 01, Jl. Mayjen Sutoyo Ujung Tol , Jakarta Timur , Kramat Jati , Cililitan ,4029, Taman Lingkungan 
815020013,Taman Pinggir Kali Al Hawi, Jl. Raya Bogor RW. 04 , Jakarta Timur , Kramat Jati , Cililitan ,3200, Taman Lingkungan 
815020011,Taman Segitiga Cililitan, Jl. Al Hawi depan terminal lam , Jakarta Timur , Kramat Jati , Cililitan ,1203, Taman Lingkungan 
815020009,Taman Segitiga Sutoyo, Jl. Mayjen Sutoyo RW. 001 , Jakarta Timur , Kramat Jati , Cililitan ,150, Taman Lingkungan 
815020006,Taman Ujung Tol Pd. Gede, Jl. Raya Pondok Gede RW. 05 , Jakarta Timur , Kramat Jati , Dukuh ,960, Taman Lingkungan 
815020007,Taman RW.07 Kel Dukuh, Jl. Gotong Royong , Jakarta Timur , Kramat Jati , Dukuh ,200, Taman Lingkungan 
815020001,Taman Bulak Rantai I, Jl. Rantai Tengah Komplek AD , Jakarta Timur , Kramat Jati , Kampung Tengah ,1950, Taman Lingkungan 
815020004,Taman Komplek Paswalpres, Jl. INPRES Raya , Jakarta Timur , Kramat Jati , Kampung Tengah ,2150, Taman Lingkungan 
815020002,Taman Bulak Rantai II, Jl. Rasamala Komplek AD , Jakarta Timur , Kramat Jati , Kampung Tengah ,3628, Taman Lingkungan 
815020005,Taman RW.07 Kel Tengah, Jl. Trikora 3 , Jakarta Timur , Kramat Jati , Kampung Tengah ,400, Taman Lingkungan 
815020003,Taman Dep. Masjid Fatahilah, Jl. Bulak Rantai Komplek AD , Jakarta Timur , Kramat Jati , Kampung Tengah ,650, Taman Lingkungan 
815020008,Taman Kantor Kecamatan (Kampung Tengah), Jl. Lapo Bola , Jakarta Timur , Kramat Jati , Kramat Jati ,2350, Taman Lingkungan 
