nama,npsn,bentuk_pendidikan,alamat_jalan,desa_kelurahan,kode_wilayah,kode_pos,latitude,longitude,nomor_telepon,nomor_fax,email,website,status_sek
TK Aisyiyah 63,69830996,1,PERSADA RAYA NO. 22,Menteng Dalam,16309,12870,0.0003,0.0001,021-8296071,,,,2
TK Aisyiyah 63,20111334,1,JL. PERSADA RAYA NO. 22,Menteng Dalam,16309,,0,0,,,,,2
TK Aisyiyah 64,20110835,1,JL. LATUMENTEN II No.43 RT.003/011,Jelambar,16204,11460,-6.160617,106.785766,0857-19670702,,muharni97@gmail.com,,2
TK Aisyiyah 65,69831016,1,4 KAV. NO. 34 RT.007/014,Kebon Baru,16309,12830,0,0,021-83790405,,,,2
TK Aisyiyah 65,20111335,1,JL. N. KAV NO. 34 KB. BARU,Kebon Baru,16309,,0,0,,,,,2
TK Aisyiyah 7,69820352,1,Jl. Petojo Sabangan VINo.13,Petojo Selatan,16008,,0,0,,,haniwijiati77@gmail.com,,2
TK Aisyiyah 70,69856966,1,LUAR BATANG V NO.41 RT.008/03,Penjaringan,16101,14440,-6.123466,106.804544,0815-1616135,,tk_asyiyah70@yahoo.co.id,,2
TK Aisyiyah 71,20111761,1,JL. BUNGA RAMPAI X,Duren Sawit,16407,13460,-6.2218,106.935,021-8622353,2186612436,tk.aisyiyah71@gmail.com,,2
TK Aisyiyah 73,69795483,1,Jl. Swasembada Barat XIX No. 72,Kebon Bawang,16103,14320,0,0,021-43901480,,tkaisyiyahtujuhtiga@gmail.com,,2
TK Aisyiyah 73,20110577,1,JL. SWASEMBADA BARAT XIX/72,Kebon Bawang,16103,,0,0,,,,,2
TK Aisyiyah 74,20111336,1,JL. CIPUTAT RAYA,Pondok Pinang,16305,,0,0,,,,,2
TK Aisyiyah 74,69789154,1,JL.PUPAN NO.29 RT.06 RW.08,Pondok Pinang,16305,,0,0,,,,,2
TK Aisyiyah 76,20111762,1,JL. SMU 71 DUREN SAWIT,Duren Sawit,16407,13440,-6.245842,106.914215,021-8629701,,,,2
TK Aisyiyah 8,69820276,1,Jl. Kramat Lontar V J/130,Paseban,16003,10440,0,0,021-31904824,,,,2
TK Aisyiyah 8,20110366,1,JL. KRAMAT LONTAR V,Kelurahan Paseban,16003,,0,0,,,,,2
TK Aisyiyah 84,20110836,1,JL. TAMAN MASJID I/I,Cengkareng Barat,16207,11730,0,0,021-54397718,,tk.aisyiyah84@gmail.com,,2
TK Aisyiyah 87,20111763,1,JL. GADING RAYA VIII NO.13,Pisangan Timur,16409,13230,-6.208064,106.882784,021-4714425,,april8751@yahoo.com,,2
TK Aisyiyah 87,20109714,1,JL.GADING RAYA VIII NO. 61,,16409,,0,0,,,,,2
TK Aisyiyah 88,20111764,1,JL. KAYU PUTIH TIMUR BLOK HC NO.288,Pulo Gadung,16409,13260,0,0,021-4711334,,tkaisyiyah88@gmail.com,,2
TK Aisyiyah 88,20109673,1,JL.KAYU PUTIH TIMUR BLOK.HC 288,Kayu Putih,16409,,0,0,,,,,2
TK Aisyiyah 89,20109804,1,JL. PENDIDIKAN RT. 19/05 PENGGILINGAN CAKUNG,,16408,13940,0,0,,,,,2
TK Aisyiyah 9,69831010,1,TEBET TIMUR DALAM II NO. 39,Tebet Timur,16309,12830,0,0,021-83795539,,,,2
TK Aisyiyah 9,69785864,1,TEBET TIMUR DALAM VIII M,Tebet Timur,16309,,0,0,,,,,2
TK Aisyiyah 90,69830751,1,MUARA,Tanjung Barat,16301,,0,0,,,,,2
TK Aisyiyah 92,69773318,1,Jl. Petojo Enclek 2/13,Petojo Selatan,16008,10160,0,0,021-6327304,,,,2
TK Aisyiyah 93 * Al-Isro,20110837,1,JL. TG. DUREN BARAT III/1 RT.007/005,Tanjung Duren Utara,16204,11470,0,0,,,,,2
TK Aisyiyah 95,69831017,1,JL. ASEM BARIS RAYA 69F BRT,Kebon Baru,16309,12830,-6.233893,106.859776,021-8319884,,,,2
TK Aisyiyah 98,69896560,1,Jl.Karya Usaha RT.001/03 No.16,Srengseng,16201,,0,0,,,,,2
TK Aisyiyah Bustaanul Athfaal,20110161,1,JL. RAYA CENTEX GG. MASJID 5 RT 004/010 CIRACAS,Ciracas,16402,13740,-6.324,106.878004,0878-85052233,,wiwinf2@yahoo.co.id,,2
TK Aisyiyah Bustanul A,20111765,1,JL. FLAMBOYAN B.P. NO. 16,Cipayung,16403,,0,0,,,,,2
TK Aisyiyah Bustanul Athfal 14,20110360,1,JL. DANAU LIMBOTO NO. 2,Bendungan Hilir,16001,10210,0,0,021-5743878,,aisyiyah.empatbelas@yahoo.co.id,,2
TK Aisyiyah Bustanul Athfal 22,69820302,1,Jl. Percetakan Negara XI / C37 RT.01 RW.05,Rawasari,16005,,0,0,021-42886183,,,,2
TK Aisyiyah Bustanul Athfal 23,20109656,1,JL. JERUK NO. 9 RT 12/06 UTAN KAYU UTARA,,16410,,0,0,,,,,2
TK Aisyiyah Bustanul Athfal 41,20110572,1,JL. KEBANTENAN IV,Semper Timur,16106,,0,0,,,,,2
TK Aisyiyah Bustanul Athfal 48,20111766,1,JL. PULO ASEM UTARA XII / 3-5,Jati,16409,,0,0,,,,,2
TK Aisyiyah Bustanul Athfal 61,20111338,1,JL. KEMUNING DALAM I/15,Pejaten Timur,16302,,0,0,,,,,2
TK Aisyiyah Bustanul Athfal 74,69830884,1,Jl. Pupan No. 29 RT. 06/08,Pondok Pinang,16305,12310,0,0,021-75911821,,,,2
TK Aisyiyah Bustanul Athfal 86,20109589,1,JL. FLAMBOYAN BLOK P NO : 16,Cipayung,16403,13840,-6.335214,106.890215,021-84590803,,,http://aisyiyahcipayung.com,2
TK Aisyiyah Bustanul Athfal 90,20111337,1,Jl. Muara RT. 08 RW. 02,Tanjung Barat,16301,,0,0,,,,,2
TK Aisyiyah Bustanul Athfal 94,20110367,1,JL. KALIPASIR-ERETAN RT. 010/08 NO.,Menteng,16002,10340,0,0,021-3147280,,esihmintarsih9@gmail.com,,2
TK Aisyiyah Bustanul Athfal 97,69820269,1,Jl. Johar Baru V No.9,Johar Baru,16004,10560,0,0,021-4254211,,TK.AISYIYAH97@YAHOO.CO.ID,,2
TK Aisyiyah Bustanul Athfal Al,69795539,1,Jl. Kebantenan IV Rt.009/004 No.2,Semper Timur,16106,,0,0,,,,,2
TK Aisyiyah I,69830946,1,JL. LIMAU II,Kramat Pela,16306,12130,-6.2479,106.7914,021-7239453,,tkaisyiyahsatu.dki@gmail.com,,2
TK Aisyiyah I,69789269,1,LIMAU I-III,Kramat Pela,16306,,0,0,,,,,2
TK Aisyiyah I,20111339,1,JL. LIMAU II,Kramat Pela,16306,,0,0,,,,,2
TK Aisyiyah Kebon Baru 95,20111340,1,JL. ASEM BARIS RAYA GG. F BARAT,Kebon Baru,16309,,0,0,,,,,2
TK Aisyiyah Mujahidin 9,20111341,1,JL. TEBET TIMUR DLM VIII NO.39,Tebet Timur,16309,,0,0,,,,,2
TK Aisyiyah Poncol,69789171,1,Jl. Wijaya Kusuma Ujung II,Pesanggrahan,16304,12320,0,0,021-7231180,,,,2
TK Aisyiyah Poncol,20111342,1,JL. W. KUSUMA PESANGGRAHAN,Pesanggrahan,16304,,0,0,,,,,2
TK Aisyiyah Pulo Gebang,20109851,1,JL. RAWA KUNING RT. 01/016,,16408,13950,0,0,,,,,2
TK Aisyiyah XI,20111343,1,JL. CIPUTAT RAYA,Kebayoran Lama Utara,16305,,0,0,,,,,2
TK AIUEO,69870238,1,JL. ANGGREK ROSLIANA VII NO. 211,Kemanggisan,16203,11480,0,0,021-5308230,,aiueo.slipi@yahoo.com,,2
TK Al - Amin,20110423,1,JL. Mardani I RT.01 RW.13,Cempaka Putih Barat,16005,,0,0,021-4226745,,,,2
TK Al - Anshar,69892066,1,Jl. Taman Mutiara Prima No. 3 Gilisampeng,,16202,11530,-6.19564,106.77888,,,sekolahalanshar2015@gmail.com,,2
TK Al - Azhar Kelapa Gading,69909829,1,Jl. Kelapa Sawit Blok EE No. 14-15,Kelapa Gading Timur,16105,14240,-6.174758,106.898648,021-4530125,,Akademik_Akg@yahoo.com,,2
TK Al - Banna,69785697,1,JL.BANGKA 2C NO.6,Pela Mampang,16307,12720,-6.2456,106.8192,021-7191165,,arif.albanna.1@gmail.com,,2
TK Al - Ikhlas,69830827,1,Jl. H. SYAIP No. 16 RT. 010/02,Gandaria Selatan,16303,12420,0,0,021-75914231,,alikhlas.hsyaip@yahoo.com,,2
TK Al - Ikhlas,69785961,1,JL.H.SYAIP,Gandaria Selatan,16303,,0,0,,,,,2
TK Al - Mubasyirin,20110578,1,JL. TANAH MERDEKA,Kali Baru,16106,14110,0,0,0856-93527845,,smariyah59@gmail.com,,2
TK Al - Muinah,69790671,1,Semanan raya Rt 005/008 . 31,Semanan,16208,11850,0,0,0878-88046072,,tk.al.muinah72@gmail.com,,2
TK Al - Waaritsu,69785796,1,PERTANI 1RT.008 NO.50,Duren Tiga,16308,,0,0,,,,,2
TK Al Abrar,20110368,1,JL. BEND. HILIR RAYA 148,Kelurahan Bendungan Hilir,16001,,0,0,,,,,2
TK Al Affal I,20111346,1,JL. H. RIDHI ULUJAMI,Ulujami,16304,,0,0,,,,,2
TK Al Akhbar,20111767,1,JL. MAJALAH NO. 26 A KOM. PWI,Cipinang Muara,16406,,0,0,,,,,2
TK Al Aliyah,20110838,1,JL.H.ALI NO.46D,Kelapa Dua,16202,,0,0,021-5332542,,,,2
TK Al Amanah,20110839,1,JL. AL AMANAH,Wijaya Kusuma,16204,,0,0,,,,,2
TK Al Amien,20111768,1,JL. GG. DAMAI R. KUNING RT.003/16,Pulo Gebang,16408,,0,0,,,,,2
TK Al Amin,69789284,1,TANJUNG BARAT SELATAN,Tanjung Barat,16301,12530,-6.314179,106.845352,021-7818062,,mutiahshoui@gmail.com,,2
TK Al Amin,69830736,1,TANJUNG BARAT SELATAN,Jagakarsa,16301,,0,0,,,,,2
TK Al Amin,20111769,1,Jl. Cipinang Besar Utara,Cipinang Besar Utara,16406,,0,0,,,,,2
TK Al Amin,20110207,1,Jl. Cipinang Pulo Maja RT 015/011 No. 19,Cipinang Besar Utara,16406,13410,-6.218063,106.881443,,,tk.alamin95@gmail.com,http://tk-alamin.blogspot.co.id/,2
TK Al Amjad,69830942,1,JL DAMAI V/ 14,Cipete Utara,16306,12150,0,0,021-7243484,,tkislamalamjad.72@gmail.com,,2
TK Al Amjad,20111347,1,JL. DAMAI V,Cipete Utara,16306,,0,0,,,,,2
TK Al Awwal,20110280,1,JL. HARAPAN JAYA NO. 27 RT 9/11 CIPINANG MELAYU,Cipinang Melayu,16404,13620,0,0,0812-87251524,,alawwal.kindergarten@gmail.com,,2
TK Al Azhar,20110840,1,JL. MERUYA ILIR,Maruya Utara,16201,11620,0,0,021-5853736,5853736,alba_nine@yahoo.co.id,http://alazhar-kembangan.sch.id,2
TK Al Azhar,20111770,1,JL. RAYA KAMBORE NO.9A,Cibubur,16402,,0,0,,,,,2
TK Al Azhar 13,20111771,1,JL. SUNAN GIRI NO. 1,Rawamangun,16409,13220,-6.195563,106.883953,021-47867777,214702412,tk.alazhar13@yahoo.co.id,http://yapi.sch.id,2
TK Al Azhar 13 Rawa Mangun,20109692,1,JL.SUNAN GIRI NO.1,,16409,,0,0,,,,,2
TK Al Azhar 2,20111348,1,JL. MUJAIR I NO. 63,Pasar Minggu,16302,12520,0,0,021-7820223,217820223,tkalpas@gmail.com,http://tkia.al-azhar.sch.id,2
TK Al Azhar 4,20111349,1,JL. CIPUTAT RAYA,Kebayoran Lama Selatan,16305,,0,0,,,,,2
TK Al Azhar 5,20111350,1,JL. KEMADORAN I GROGOL UTARA,Grogol Utara,16305,,0,0,,,,,2
TK Al Azhar 6,20111772,1,JL.SENTRA PRIMER BARU TIMUR,Pulo Gebang,16408,,0,0,,,,,2
TK Al Azhar Syifa Budi Jakarta,69789243,1,Jl. Kemang Raya No.7 Rt 003/01,Bangka,16307,12730,-6.2548,106.8108,021-71793333,2171791429,alazhar@syifabudi.sch.id,http://alazhar.syifabudi.sch.id,2
TK Al Azhar Syuhada,69785530,1,JAGAKARSA RAYA,Jagakarsa,16301,,-6.326202,106.820771,,,,,2
TK Al Azhariyyah,20111351,1,JL. PULO KAMBOJA KEMANDORAN I,Grogol Utara,16305,,0,0,,,,,2
TK Al Aziz,20111773,1,JL. RAYA PENGGILINGAN RT.10/04,Penggilingan,16408,,-6.2167,106.94,,,,,2
TK Al- Aziz,20109803,1,JL. RAYA PENGGILINGAN RT. 10/04 PENGGILINGAN,,16408,13940,-6.218975,106.941347,021-48703359,,tkalazizcakung@yahoo.com,,2
TK Al Azkar,69830800,1,Jl. KARANG TENGAH RAYA 30 A,Lebak Bulus,16303,12440,0,0,021-7500330,217696902,kb-tk@alazkar.sch.id,http://alazkar.sch.id,2
TK Al Azkar,69785964,1,KARANG TENGAH RAYA NO.30 A,Lebak Bulus,16303,,0,0,,,,,2
TK Al Azkar,20111352,1,JL. KARANG TENGAH RAYA NO. 30A,Lebak Bulus,16303,,0,0,,,,,2
TK Al Azwa,69857000,1,"JL. SUNTER MUARA RT. 020 RW. 05 KEL. SUNTER AGUNG, KEC. TANJUNG PRIOK, JAKARTA U",Sunter Agung,16103,14350,0,0,0813-14056544,,,,2
TK Al Azwa,69795492,1,Jl. Sunter Muara Rt.020/005,Sunter Agung,16103,,0,0,,,,,2
TK Al Badriyah,20111774,1,JL. KOMODOR HALIM P.K,Kebon Pala,16404,,0,0,,,,,2
TK Al Baidillah,20110841,1,JL. KAYU BESAR NO. 1,Cengkareng Timur,16207,11730,-6.125748,106.734002,0812-93364960,,tkalbaidillah@gmail.com,,2
TK Al Barkah,20111353,1,JL. KARANG TENGAH RAYA NO. 10,Lebak Bulus,16303,,0,0,,,,,2
TK Al Barokah,20110842,1,JL. KEBON JERUK I/38,Maphar,16206,,0,0,,,,,2
TK Al Barra,20109657,1,JL. PENGAYOMAN 3/44,,16410,,0,0,,,,,2
TK Al Chalidiyah,,1,Jl. Komp.PT HII R T004 RW 005,Kelapa Gading Timur,16105,14240,0,0,021-4534279,,,,2
TK Al Chasanah,20110843,1,JL. TG. DUREN BARAT III/1,Tanjung Duren Utara,16204,11470,0,0,021-56960405,,tiamutiyah@yahoo.com,,2
TK Al Djihad,20110579,1,JL. BCS GG. Q NO. 41,Pegangsaan Dua,16105,,0,0,,,,,2
TK Al Fajar,20111775,1,JL. MASJID NURUL HIDAYAH,Kelapa Dua Wetan,16402,13730,0,0,,,annahl.kids@gmail.com,,2
TK Al Fajru,20111776,1,JL. KAPUK RT. 11/03,Bambu Apus,16403,,0,0,,,,,2
TK Al Falah,20111778,1,JL. RAYA KELAPA DUA WETAN NO. 4,Kelapa Dua Wetan,16402,13727,0,0,021-22876854,,administrasi@alfalahmail.com,http://sekolahlafalah.sch.id,2
TK Al Falah,69830975,1,KALIBATA RAYA NO.1,Rawajati,16308,,-6.256346,106.847191,,,,,2
TK Al Falah,20110370,1,JL. CEMP. PUTIH BARAT XXI,Kelurahan Cempaka Putih B,16005,,0,0,,,,,2
TK Al Falah Integrated Islamic School,69953542,1,KOMPLEK DKI BLOK.M RT.011 RW. 002,Pondok Kelapa,16407,13450,0,0,021-86906434,,,,2
TK Al Falah Jatinegara,20112521,1,JL. KAMPUNG PULO RT.013 RW.02 NO.8,Kampung Melayu,16406,,0,0,,,,,2
TK Al Falah Kalibata City,69785794,1,KALIBATA RAYA NO.1,Kalibata,16308,,0,0,,,,,2
TK Al Fallah,20111779,1,JL. BAMBU APUS RAYA NO. 55,Ceger,16403,,0,0,,,,,2
TK Al Firdaus,69932727,1,Jl. Lap Pors no.36 RT.015 RW.04,Serdang,16006,10650,0,0,0818-06175441,,starmanabdullah@gmail.com,,2
TK Al Fitrah,69820661,1,JL. DAMAI II RT O1 RW 02 NO.34,Cipete Utara,16306,12150,-6.261611,106.799733,021-7246465,,alfitrah.tk@gmail.com,,2
TK Al Furgon,20111780,1,JL. PENEGAK  II / 1,Pal Meriem,16410,,0,0,,,,,2
TK Al Furqan,69790685,1,Jl. Majelis No.19 A,Meruya Utara,16201,11620,0,0,,,,,2
TK Al Furqon,20109643,1,JL.PENEGAK II NO.1 MATRAMAN,,16410,13140,-6.1993,106.856518,021-8515385,,,,2
TK Al Ghazali,20111782,1,JL. GG. LANGGAR,Lubang Buaya,16403,,0,0,,,,,2
TK Al Ghurabaa,20109742,1,JL.TENGGIRI RAYA NO.47,,16409,13220,0,0,0813-83830022,21478887415,rini.endah22@gmail.com,,2
TK Al Ghurabba,20111781,1,JL. TENGGIRI RAYA 47,Jati,16409,,0,0,,,,,2
TK Al Hadroh,20109816,1,JL.RAYA PENGGILINGAN RT.11/07 NO.27,,16408,,0,0,,,,,2
TK Al Haidir,20111354,1,JL. JERUK RAYA NO. 2A,Jagakarsa,16301,,0,0,,,,,2
TK Al Haidir,69785531,1,JERUK RAYA,Jagakarsa,16301,,0,0,,,,,2
TK Al Hakim,20111783,1,JL. SPG 7,Lubang Buaya,16403,,0,0,,,,,2
TK Al Hasanah,20111355,1,JL. KEBAGUSAN RAYA NO. 2,Ragunan,16302,12520,0,0,,,,,2
TK Al Hazmi,20109754,1,JL  TIPAR CAKUNG RT.12/07 CAKUNG BARAT,,16408,13910,0,0,,,,,2
TK Al Hidayah,20110844,1,JL. ANGGREK ROSALINA IV/ 14,Kemanggisan,16203,11480,-6.192673,106.793842,021-5302822,,,,2
TK Al Hidayah,20111785,1,JL. PAGELARANG RT. 02/01,Setu,16403,,0,0,,,,,2
TK Al Hidayah,20110352,1,JL. D7 NO. 15 RT. 012 RW. 02,Kelurahan Karang Anyar,16007,,0,0,,,,,2
TK Al Hidayah,20111784,1,JL. JAMBORE,Cibubur,16402,,0,0,,,,,2
TK Al Hidayah,20110580,1,JL. SAMUDRA VIII RT. 010/014,Tanjung Priok,16103,,0,0,,,,,2
TK Al Hidayah,20111356,1,JL. CILANDAK KKO NO. 70,Cilandak Timur,16302,,0,0,,,,,2
TK Al Hidayah,20110581,1,JL. PASAR INPRES,Pegangsaan Dua,16105,,0,0,,,,,2
TK Al Hidayah,69857051,1,JL. KOMPLEK UKA KRAMAT JAYA,Tugu Utara,16104,,0,0,,,,,2
TK Al Hidayah Dua,69795462,1,Jl. Bangung Cipta Sarana,Pegangsaan Dua,16105,,0,0,,,,,2
TK Al Hikam,20111087,1,JL. Kelapa Dua Raya Gg.Kiruntag No.23,Kelapa Dua,16202,11550,-6.211754,106.768216,021-70613005,,tkalhikam@yahoo.co.id,,2
TK Al Hikmah,20110041,1,JL. DELIMA V BLOK 6 MALAKASARI,Duren Sawit,16407,13460,0,0,021-8612454,,,,2
TK Al Hikmah,20111357,1,JL. BANGKA II NO. 24,Pela Mampang,16307,,0,0,,,,,2
TK Al Hikmah,20110371,1,JL. PERC. NEGARA XI/38,Kelurahan Rawa Sari,16005,,0,0,,,,,2
TK Al Hikmah,20109707,1,JL.PISANGAN LAMA III/23,,16409,,0,0,,,,,2
TK Al Hikmah,20111786,1,JL. DELIMA V BLOK VI,Malaka Sari,16407,,0,0,,,,,2
TK Al Hikmatuzzainiyyah,20111787,1,JL. SATRIA III  NO.96,Ujung Menteng,16408,,0,0,,,,,2
TK Al Huda,69856823,1,Jl. Kali Anyar V No.27,Kalianyar,16205,11310,-6.157353,106.797862,021-6300293,,tk.alhuda.tambora@gmail.com,,2
TK Al Huda,69790675,1,Jl.Anggrek Cendrawasih VIII-A Rt.07/04,Kemanggisan,16203,11480,-6.198859,106.794212,0896-68516848,,tkalhudapalmerah@gmail.com,,2
TK Al Huda,20110845,1,JL. KALI ANYAR II  V   N0 27,Kali Anyar,16205,,0,0,,,,,2
TK Al Huda,20110582,1,JL. MUSIK RAYA BLOK Z,Pegangsaan Dua,16105,,0,0,,,,,2
TK Al Huda,20111358,1,JL. KEMANG TIMUR RAYA/50,Bangka,16307,,0,0,,,,,2
TK Al Humairoh,69820672,1,Jl. Benda No. 24 RT. 03/01,Ciganjur,16301,12360,0,0,0857-76062034,,tk.alhumairoh@gmail.com,http://alhumairoh.blogspot.com,2
TK Al Huriyah MHPI,20110846,1,JL. KEMBANGAN MULIA I,Kembangan Selatan,16201,11610,0,0,,,,,2
TK Al Husna,20110847,1,JL. CEMPAKA RAYA NO. 6,Rawa Buaya,16207,11740,0,0,021-5820233,,alhusnarb61@gmail.com,,2
TK Al Husna,69830863,1,MUCHTAR RAYA NO. 41,Petukangan Utara,16304,12360,-6.225374,106.737757,021-7354721,,,,2
TK Al Husna,20177819,1,JL. H. NASIR RT.005/04 NO. 02,Semanan,16208,11850,0,0,0821-13247940,,tkalhusna@yahoo.com,,2
TK Al Husna PU,20111359,1,JL. H. MUCHTAR RAYA NO.41,Petukangan Utara,16304,,0,0,,,,,2
TK Al Ihlas,20110372,1,JL. RAWA TENGAH,Kelurahan Galur,16004,,0,0,,,,,2
TK Al Ihsan,20110848,1,JL. MASHID AL IHSAN,Maruya Utara,16201,11620,0,0,0811-1918805,,,,2
TK Al Ikhlas,20110849,1,JL. SUMBAWA RAYA,Tegal Alur,16208,11820,0,0,021-5550333,,alfiah.alikhlas77@gmail.com,,2
TK Al Ikhlas,20111360,1,JL. PANCORAN BARAT XI NO. 8,Pancoran,16308,,0,0,,,,,2
TK Al Ikhlas,20111361,1,JL. CIPETE III NO. 14,Cipete Selatan,16303,,0,0,,,,,2
TK Al Ikhlas,20111716,1,JL. RAYA TENGAH,Batu Ampar,16405,,0,0,,,,,2
TK Al Ikhlas Patal Senayan,20111363,1,JL. MASJID PATAL SENAYAN,Grogol Utara,16305,,0,0,,,,,2
TK Al Ikhlas Sorkam,20111788,1,JL.KEBON MAWAR TAMAN BUARAN INDAH I,Penggilingan,16408,,0,0,,,,,2
TK Al Ikhlas-Sorkam,20109813,1,JL.  KEBUN MAWAR TAMAN BUARAN INDAH IV PENGGILINGAN,,16408,13940,0,0,021-4613938,,,,2
TK Al Ikhsan,20110850,1,JL. PETA BARAT NO. 40,Pegadungan,16208,,0,0,,,,,2
TK Al Ikhsan,20110583,1,JL. AL IKHSAN,Pegangsaan Dua,16105,,0,0,,,,,2
TK Al Ikhsan,20111790,1,JL. SEULAWAH RAYA KOMP WARINGIN PER,Cipinang Melayu,16404,,0,0,,,,,2
TK Al Iman,20110050,1,JL. CIPINANG JAYA LL,Jatinegara,16406,13410,-6.225668,106.882387,021-8571141,,alimantk@gmail.com,,2
TK Al Iman,20111791,1,Jl. Cipinang Jaya II Rt. 001/08,Cipinang Besar Selatan,16406,,0,0,,,,,2
TK Al Iman,20110584,1,JL. F NO. 6 KEBON BARU,Semper Barat,16106,,0,0,,,,,2
TK Al Irsyad,20110373,1,JL. PETAMBURAN  I/45,Kelurahan Petamburan,16001,,0,0,,,,,2
TK Al Irsyadiyah,20109718,1,JL.SINAR JAYA NO.11,,16409,13230,0,0,021-4711171,4711171,destya.sari48@gmail.com,,2
TK Al- Irsyadiyah,20111806,1,JL. SINAR JAYA NO. 11,Pisangan Timur,16409,,0,0,,,,,2
TK Al Ishmah,20109706,1,JL.PISANGAN LAMA III/20,,16409,13230,0,0,021-41748224,,haikalbastian.80@gmail.com,,2
TK Al Ishmah,20111792,1,JL. PISANGAN LAMA III NO. 20,Pisangan Timur,16409,,0,0,,,,,2
TK Al Islah,20110374,1,JL. CEMP. PUTIH TIMUR 17/03,Kelurahan Cempaka Putih T,16005,,0,0,,,,,2
TK Al Islamiyah,20110851,1,JL. KEBAYORAN LAMA NO.242,Sukabumi Selatan,16202,11560,0,0,0812-12967675,,tkalislamiyahjakbar@yahoo.co.id,,2
TK Al Islamiyah,20111717,1,JL. BALEKAMBANG RT.3/3,Bale Kambang,16405,,0,0,,,,,2
TK Al Islamiyah,69773306,1,Jl.Cempaka Baru NN No.57 RT.11 RW.10,Cempaka Baru,16006,,0,0,,,,,2
TK Al Islamiyah,20110375,1,JL. CEMPAKA SARI V NO. 16,Kelurahan Harapan Mulia,16006,,0,0,,,,,2
TK Al Istiqomah,20111524,1,JL. BINTARO PERMAI III RT. 005/09,Bintaro,16304,12330,-6.260644,106.772078,021-7343011,,khotulimaroh_ut@yahoo.com,,2
TK Al Istiqomah,69785722,1,BINTARO PERMAI III,Bintaro,16304,,0,0,,,,,2
TK Al Isyiqomah,20109857,1,JL.UJUNG MENTENG RT.05/01,,16408,,0,0,,,,,2
TK Al Ittihaadiyah,69785862,1,MASJID ANNUR,Menteng Dalam,16309,,0,0,,,,,2
TK Al Ittihadiyyah,69830995,1,MASJID ANNUR,Menteng Dalam,16309,12870,0,0,021-8312954,0,tkalittihadiyyah@yahoo.com,,2
TK Al Izhar,20111364,1,JL. RS. FATMAWATI KAV. 49,Pondok Labu,16303,,0,0,,,,,2
TK Al Kamal,20110852,1,JL. KEDOYA SELATAN RT. 07/03,Kedoya Selatan,16202,11520,0,0,021-58301233,58303785,alittijah79@yahoo.co.id,,2
TK Al Karimah,20111794,1,JL SWADAYA NO. 41,Duren Sawit,16407,,0,0,,,,,2
TK Al Kautsar,69785526,1,Jl. Kelapa Hijau No. 18 RT. 006/03,Jagakarsa,16301,12620,0,0,021-7867956,,alkautsar.kelapahijau18@gmail.com,,2
TK Al Kautsar,69830929,1,Jln. Kemandoran I No. 77A,Grogol Utara,16305,12210,0,0,0881-12077576,,tkalkautsarkemandoran@gmail.com,,2
TK Al Kautsar,20112411,1,JL.GOTONG ROYONG NO.53 RT. 002/02,Pondok Bambu,16407,,0,0,,,,,2
TK Al Kautsar,20111365,1,JL. KEMANDORAN I,Grogol Utara,16305,,0,0,,,,,2
TK Al Khairiyah,69830741,1,Jl. Gandaria V RT. 009/02,Jagakarsa,16301,,0,0,,,,,2
TK Al Khairiyah Islamic Pre School,69820782,1,BATU KINYANG III NO.100,Batu Ampar,16405,13520,0,0,021-8001352,,alkhairiyah.2000@gmail.com,http://alfalah-alkhairiyah.com,2
TK Al Khoiriyah,20110853,1,JL. PULO HARAPAN INDAH NO. 68,Cengkareng Barat,16207,11730,0,0,0822-13528447,,tkalkhoiriyah@gmail.com,,2
TK Al Lathief,69856704,1,Jl. Pekapuran IV No.76 RT.001 RW.005,Tanah Sereal,16205,11210,-6.149346,106.810202,021-63875399,2163875399,gema.al.lathief@gmail.com,http://allathief.blogspot.com,2
TK Al Ma Mur,69820285,1,Jl. Raden Saleh Raya,Cikini,16002,10330,0,0,021-31923640,,,,2
TK Al Ma Mur,69916645,1,Jl. Kamal Raya Gg.Jaya II No.16 RT.03/14,Cengkareng Barat,16207,11730,-6.130271,106.727114,0812-9922066,,murtamahsuwandi014@gmail.com,,2
TK Al Madinah,69832206,1,Jl. Kemurnian V No.1 Rt.001/04,Glodok,16206,11120,0,0,,,,,2
TK Al Madinah,20112528,1,JL. KEMURNIAN V NO.1 RT.001/04,Glodok,16206,,0,0,,,,,2
TK Al Madinah,20111366,1,JL. PENGADEGAN TIMUR I/1,Pengadegan,16308,,0,0,,,,,2
TK Al Madinah,20109866,1,JL. RAYA CIRACAS RT.001/005 NO.7 CIRACAS,,16402,,0,0,,,,,2
TK Al Makiyyah,20111795,1,JL.  GORDA RT. 002/01  NO. 44,Lubang Buaya,16403,,0,0,,,,,2
TK Al Mamur,20110376,1,JL. RADEN SALEH RAYA NO. 30,Kelurahan Cikini,16002,,0,0,,,,,2
TK Al Manar,20111796,1,JL. RAYA PULOGEBANG,Pulo Gebang,16408,,0,0,,,,,2
TK Al Mawadah,20111718,1,JL. MESJID ALBARIYAH,Kampung Tengah,16405,,0,0,,,,,2
TK Al Miftahiyyah,20110854,1,KAYU BESAR RT 009/012 NO.56,Tegal Alur,16208,,0,0,,,,,2
TK Al Muawanah,20110377,1,JL.KRIDA 6 RT 006/01 NO. 24,Kelurahan Serdang,16006,,0,0,,,,,2
