Column Name (CSV),Wikidata Property (id),Wikidata Property (label),Data Type,Table Name,url
jumlah r lab, ,,Quantity,data-sekolah-kec.-andir---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9c687b2c-d893-4db3-9ca9-392c8b82ab44/download/data-sekolah-kec.-andir---dapodikdasmen.csv
jumlah r perpus, ,,Quantity,data-sekolah-kec.-andir---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9c687b2c-d893-4db3-9ca9-392c8b82ab44/download/data-sekolah-kec.-andir---dapodikdasmen.csv
Nama Kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,data-sd-dan-smp-swasta-kota-bandung-2017.csv,http://data.bandung.go.id/dataset/ca34003f-5c06-4992-933c-c5d2fc022079/resource/ca50445a-82a6-49d6-90f6-1b684b571447/download/data-sd-dan-smp-swasta-kota-bandung-2017.csv
Jenjang,P31,adalah,WikibaseItem,data-sd-dan-smp-swasta-kota-bandung-2017.csv,http://data.bandung.go.id/dataset/ca34003f-5c06-4992-933c-c5d2fc022079/resource/ca50445a-82a6-49d6-90f6-1b684b571447/download/data-sd-dan-smp-swasta-kota-bandung-2017.csv
Nama Kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,data-lubang-biopori-2017.csv,http://data.jakarta.go.id/dataset/0b1dcb7a-232d-48aa-b4eb-01abaecb6220/resource/d53465b7-39d4-4d66-9e31-dde4af5df1b3/download/Data-Lubang-Resapan-Biopori-2017.csv
Nama Kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,data-lubang-biopori-2017.csv,http://data.jakarta.go.id/dataset/0b1dcb7a-232d-48aa-b4eb-01abaecb6220/resource/d53465b7-39d4-4d66-9e31-dde4af5df1b3/download/Data-Lubang-Resapan-Biopori-2017.csv
Jumlah lubang biopori, P1114,jumlah,Quantity,data-lubang-biopori-2017.csv,http://data.jakarta.go.id/dataset/0b1dcb7a-232d-48aa-b4eb-01abaecb6220/resource/d53465b7-39d4-4d66-9e31-dde4af5df1b3/download/Data-Lubang-Resapan-Biopori-2017.csv
ALAMAT, P6375,alamat,String,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2015,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2015
KECAMATAN, P131,terletak di wilayah administrasi,WikibaseItem,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2016,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2016
Jurusan, ,,String,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2017,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2017
Kelas, ,,String,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2018,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2018
Jumlah_LakiLaki, ,,Quantity,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2019,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2019
Jumlah_Perempuan, ,,Quantity,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2020,data-siswa-sma-kota-bandung-tahun-ajaran-2014-2020
Jenis Satuan, ,,String,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Alamat, P6375,alamat,String,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Usia, ,,String,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Usia0-2Thn_LakiLaki, ,,Quantity,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Usia0-2Thn_Perempuan, ,,Quantity,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Usia3-4Thn_LakiLaki, ,,Quantity,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Usia3-4Thn_Perempuan, ,,Quantity,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Usia5-6Thn_LakiLaki, ,,Quantity,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Usia5-6Thn_Perempuan, ,,Quantity,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Usia>6Thn_LakiLaki, ,,Quantity,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Usia>6Thn_Perempuan, ,,Quantity,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Pendidik_LakiLaki, ,,Quantity,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Pendidik_Perempuan, ,,Quantity,data-lembaga-paud-tahun-2014-kota-bandung,data-lembaga-paud-tahun-2014-kota-bandung
Wilayah, P131,terletak di wilayah administrasi,WikibaseItem,data-tps-kota-bandung-2018,data-tps-kota-bandung-2018
Kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,data-tps-kota-bandung-2018,data-tps-kota-bandung-2018
Lokasi TPS, P131,terletak di wilayah administrasi,WikibaseItem,data-tps-kota-bandung-2018,data-tps-kota-bandung-2018
Sampah Yang Masuk (M3/hari), ,,Quantity,data-tps-kota-bandung-2018,data-tps-kota-bandung-2018
Sampah Diangkut ke TPA (M3/hari), ,,Quantity,data-tps-kota-bandung-2018,data-tps-kota-bandung-2018
Ritasi, ,,Quantity,data-tps-kota-bandung-2018,data-tps-kota-bandung-2018
Peruntukkan, ,,String,data-tps-kota-bandung-2018,data-tps-kota-bandung-2018
Jadwal Pengangkutan, ,,String,data-tps-kota-bandung-2018,data-tps-kota-bandung-2018
Sumber Sampah (RW - Kelurahan - Kecamatan), ,,String,data-tps-kota-bandung-2018,data-tps-kota-bandung-2018
status, ,,String,daftar-kepala-sekolah-sd-2013.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/37b/9ed/daftar-kepala-sekolah-sd-2013.csv
npsn, P4128,NPSN,String,daftar-kepala-sekolah-sd-2013.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/37b/9ed/daftar-kepala-sekolah-sd-2013.csv
nsp, ,,String,daftar-kepala-sekolah-sd-2013.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/37b/9ed/daftar-kepala-sekolah-sd-2013.csv
alamat, P6375,alamat,String,daftar-kepala-sekolah-sd-2013.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/37b/9ed/daftar-kepala-sekolah-sd-2013.csv
nama_kepala_sekolah, P488,dipimpin oleh,WikibaseItem,daftar-kepala-sekolah-sd-2013.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/37b/9ed/daftar-kepala-sekolah-sd-2013.csv
kd_pos, P281,kode pos,String,daftar-kepala-sekolah-sd-2013.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/37b/9ed/daftar-kepala-sekolah-sd-2013.csv
telepon, P1329,nomor telepon,String,daftar-kepala-sekolah-sd-2013.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/37b/9ed/daftar-kepala-sekolah-sd-2013.csv
email, P968,surel,Url,daftar-kepala-sekolah-sd-2013.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/37b/9ed/daftar-kepala-sekolah-sd-2013.csv
website, P856,laman resmi,Url,daftar-kepala-sekolah-sd-2013.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/37b/9ed/daftar-kepala-sekolah-sd-2013.csv
Jenis Satuan,P31,adalah,WikibaseItem,data-lembaga-paudni-tahun-2014-kota-bandung,data-lembaga-paudni-tahun-2014-kota-bandung
No. NPSN/NILEK/  NILEM, P4128,NPSN,String,data-lembaga-paudni-tahun-2014-kota-bandung,data-lembaga-paudni-tahun-2014-kota-bandung
Status,P31,adalah,WikibaseItem,data-lembaga-paudni-tahun-2014-kota-bandung,data-lembaga-paudni-tahun-2014-kota-bandung
Alamat, P6375,alamat,String,data-lembaga-paudni-tahun-2014-kota-bandung,data-lembaga-paudni-tahun-2014-kota-bandung
Kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,data-lembaga-paudni-tahun-2014-kota-bandung,data-lembaga-paudni-tahun-2014-kota-bandung
Kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,data-lembaga-paudni-tahun-2014-kota-bandung,data-lembaga-paudni-tahun-2014-kota-bandung
PTK_LakiLaki, ,,Quantity,data-lembaga-paudni-tahun-2014-kota-bandung,data-lembaga-paudni-tahun-2014-kota-bandung
PTK_Perempuan, ,,Quantity,data-lembaga-paudni-tahun-2014-kota-bandung,data-lembaga-paudni-tahun-2014-kota-bandung
Siswa_LakiLaki, ,,Quantity,data-lembaga-paudni-tahun-2014-kota-bandung,data-lembaga-paudni-tahun-2014-kota-bandung
Siswa_Perempuan, ,,Quantity,data-lembaga-paudni-tahun-2014-kota-bandung,data-lembaga-paudni-tahun-2014-kota-bandung
Kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,data-sumur-resapan-2017.csv,http://data.bandung.go.id/dataset/fbf844a3-5cb1-48f6-9c61-9bf2126c6bbe/resource/4665fd27-78d7-4cbb-8177-5cd831701cde/download/data-sumur-resapan-2017.csv
Kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,data-sumur-resapan-2017.csv,http://data.bandung.go.id/dataset/fbf844a3-5cb1-48f6-9c61-9bf2126c6bbe/resource/4665fd27-78d7-4cbb-8177-5cd831701cde/download/data-sumur-resapan-2017.csv
Jumlah Sumur Resapan, ,,Quantity,data-sumur-resapan-2017.csv,http://data.bandung.go.id/dataset/fbf844a3-5cb1-48f6-9c61-9bf2126c6bbe/resource/4665fd27-78d7-4cbb-8177-5cd831701cde/download/data-sumur-resapan-2017.csv
npsn, P4128,NPSN,String,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
bentuk_pendidikan_nama,P31,adalah,WikibaseItem,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
jenjang_pendidikan_nama,P31,adalah,WikibaseItem,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
alamat_jalan, P6375,alamat,String,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
rt, ,,Quantity,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
rw, ,,Quantity,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
nama_dusun, P131,terletak di wilayah administrasi,WikibaseItem,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
desa_kelurahan_nama, P131,terletak di wilayah administrasi,WikibaseItem,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
lintang, P625,koordinat tempat,GlobeCoordinate,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
bujur, P625,koordinat tempat,GlobeCoordinate,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
kebutuhan_khusus_nama, ,,String,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
status_sekolah_nama, ,,String,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
status_kepemilikan_nama, P127,dimiliki oleh,WikibaseItem,dapodik-2016-sma.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/851/2f8/dapodik-2016-sma.csv
Nama Kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,data-panjang-sungai-kecamatan-regol-2017.csv,http://data.bandung.go.id/dataset/c30b6b95-2faa-44ec-811e-644784884476/resource/76d32a3c-ce26-4d74-b30a-a6a7869c2d6f/download/data-panjang-sungai-kecamatan-regol-2017.csv
Lokasi, P6375,alamat,String,data-panjang-sungai-kecamatan-regol-2017.csv,http://data.bandung.go.id/dataset/c30b6b95-2faa-44ec-811e-644784884476/resource/76d32a3c-ce26-4d74-b30a-a6a7869c2d6f/download/data-panjang-sungai-kecamatan-regol-2017.csv
panjang sungai (meter), P2043,panjang,WikibaseItem,data-panjang-sungai-kecamatan-regol-2017.csv,http://data.bandung.go.id/dataset/c30b6b95-2faa-44ec-811e-644784884476/resource/76d32a3c-ce26-4d74-b30a-a6a7869c2d6f/download/data-panjang-sungai-kecamatan-regol-2017.csv
Kecamatan, P131,terletak di wilayah administrasi,WikibaseItem,data-panjang-sungai-kecamatan-arcamanik-2017.csv,http://data.bandung.go.id/dataset/35d662c2-4624-418d-b47a-64738ab4e806/resource/5efc4b22-3974-4bba-9ff9-836c3164eda8/download/data-panjang-sungai-kecamatan-arcamanik-2017.csv
kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,data-panjang-sungai-kecamatan-arcamanik-2017.csv,http://data.bandung.go.id/dataset/35d662c2-4624-418d-b47a-64738ab4e806/resource/5efc4b22-3974-4bba-9ff9-836c3164eda8/download/data-panjang-sungai-kecamatan-arcamanik-2017.csv
Lintasan Dari, ,,WikibaseItem,data-panjang-sungai-kecamatan-arcamanik-2017.csv,http://data.bandung.go.id/dataset/35d662c2-4624-418d-b47a-64738ab4e806/resource/5efc4b22-3974-4bba-9ff9-836c3164eda8/download/data-panjang-sungai-kecamatan-arcamanik-2017.csv
Lintasan Sampai, ,,WikibaseItem,data-panjang-sungai-kecamatan-arcamanik-2017.csv,http://data.bandung.go.id/dataset/35d662c2-4624-418d-b47a-64738ab4e806/resource/5efc4b22-3974-4bba-9ff9-836c3164eda8/download/data-panjang-sungai-kecamatan-arcamanik-2017.csv
Lebar Sungai (m), P2049,lebar,Quantity,data-panjang-sungai-kecamatan-arcamanik-2017.csv,http://data.bandung.go.id/dataset/35d662c2-4624-418d-b47a-64738ab4e806/resource/5efc4b22-3974-4bba-9ff9-836c3164eda8/download/data-panjang-sungai-kecamatan-arcamanik-2017.csv
Panjang Sungai (m), P2043,panjang,Quantity,data-panjang-sungai-kecamatan-arcamanik-2017.csv,http://data.bandung.go.id/dataset/35d662c2-4624-418d-b47a-64738ab4e806/resource/5efc4b22-3974-4bba-9ff9-836c3164eda8/download/data-panjang-sungai-kecamatan-arcamanik-2017.csv
RT, ,,Quantity,data-biodigester-cibiru-2015.csv,http://data.bandung.go.id/dataset/7dcfe0e8-9b2a-4873-a4f1-f8e7b4311036/resource/aa63a022-d9e6-491b-b214-1a60a842bfac/download/data-biodigester-cibiru-2015.csv
RW, ,,Quantity,data-biodigester-cibiru-2015.csv,http://data.bandung.go.id/dataset/7dcfe0e8-9b2a-4873-a4f1-f8e7b4311036/resource/aa63a022-d9e6-491b-b214-1a60a842bfac/download/data-biodigester-cibiru-2015.csv
Kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,data-biodigester-cibiru-2015.csv,http://data.bandung.go.id/dataset/7dcfe0e8-9b2a-4873-a4f1-f8e7b4311036/resource/aa63a022-d9e6-491b-b214-1a60a842bfac/download/data-biodigester-cibiru-2015.csv
Lokasi, P6375,alamat,String,data-biodigester-cibiru-2015.csv,http://data.bandung.go.id/dataset/7dcfe0e8-9b2a-4873-a4f1-f8e7b4311036/resource/aa63a022-d9e6-491b-b214-1a60a842bfac/download/data-biodigester-cibiru-2015.csv
Pengelola, P126,dikelola oleh,WikibaseItem,data-biodigester-cibiru-2015.csv,http://data.bandung.go.id/dataset/7dcfe0e8-9b2a-4873-a4f1-f8e7b4311036/resource/aa63a022-d9e6-491b-b214-1a60a842bfac/download/data-biodigester-cibiru-2015.csv
Kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,data-rth-2016.csv,Jumlah Data Data.go.id
Lokasi, P6375,alamat,String,data-rth-2016.csv,Jumlah Data Data.go.id
Luas, P2046,luas wilayah,Quantity,data-rth-2016.csv,Jumlah Data Data.go.id
Kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,data-panjang-sungai.csv,Jumlah Data Data.go.id
Lokasi, P6375,alamat,String,data-panjang-sungai.csv,Jumlah Data Data.go.id
Panjang Sungai, P2043,panjang,Quantity,data-panjang-sungai.csv,Jumlah Data Data.go.id
Nama Kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,data-bank-sampah--2016.csv,http://data.bandung.go.id/dataset/abe0ecee-b624-41d8-9871-60a638a18586/resource/102719dc-dd5c-478a-8736-8e3a34b0f4ac/download/data-bank-sampah--2016.csv
alamat, P6375,alamat,String,data-bank-sampah--2016.csv,http://data.bandung.go.id/dataset/abe0ecee-b624-41d8-9871-60a638a18586/resource/102719dc-dd5c-478a-8736-8e3a34b0f4ac/download/data-bank-sampah--2016.csv
nama kelurahan, P131,terletak di wilayah administrasi,WikibaseItem,data-panjang-sungai-2016.csv,Jumlah Data Data.go.id
lokasi, P6375,alamat,String,data-panjang-sungai-2016.csv,Jumlah Data Data.go.id
panjang sungai, P2043,panjang,Quantity,data-panjang-sungai-2016.csv,Jumlah Data Data.go.id
Kode, ,,Quantity,koordinatdanketinggiankantorkecamatandikotabandungtahun2013.csv,https://git.bandung.go.id/opendatabdg/databdg/blob/7e7a89dd876d2bdafb8275f07b265d10f735fb27/resources/1f8/f3d/koordinatdanketinggiankantorkecamatandikotabandungtahun2013.csv
Lintang Selatan, P625,koordinat tempat,GlobeCoordinate,koordinatdanketinggiankantorkecamatandikotabandungtahun2013.csv,https://git.bandung.go.id/opendatabdg/databdg/blob/7e7a89dd876d2bdafb8275f07b265d10f735fb27/resources/1f8/f3d/koordinatdanketinggiankantorkecamatandikotabandungtahun2013.csv
"Bujur Timur", P625,koordinat tempat,GlobeCoordinate,koordinatdanketinggiankantorkecamatandikotabandungtahun2013.csv,https://git.bandung.go.id/opendatabdg/databdg/blob/7e7a89dd876d2bdafb8275f07b265d10f735fb27/resources/1f8/f3d/koordinatdanketinggiankantorkecamatandikotabandungtahun2013.csv
Ketinggian, P2048,tinggi,Quantity,koordinatdanketinggiankantorkecamatandikotabandungtahun2013.csv,https://git.bandung.go.id/opendatabdg/databdg/blob/7e7a89dd876d2bdafb8275f07b265d10f735fb27/resources/1f8/f3d/koordinatdanketinggiankantorkecamatandikotabandungtahun2013.csv
kapasitas, P2234,volume sebagai kuantitas,Quantity,kapasitas-bak-pengangkutan-sampah.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/387/1bb/kapasitas-bak-pengangkutan-sampah.csv
Luas, P2046,luas wilayah,Quantity,data-taman-cib.kidul-2015.csv,data-taman-cib.kidul-2015.csv
KELURAHAN, P131,terletak di wilayah administrasi,WikibaseItem,data-sungai-di-kecamatan-cicendo.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/2bb/b0b/data-sungai-di-kecamatan-cicendo.csv
Jumlah Pengemudi, P2124,jumlah anggota,Quantity,data-pangkalan-ojeg-kec.panyileukan-2016.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/a1a/ad5/data-pangkalan-ojeg-kec.panyileukan-2016.csv
Titik Koordinator Pangkalan Ojeg, P625,koordinat tempat,GlobeCoordinate,data-pangkalan-ojeg-kec.panyileukan-2016.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/a1a/ad5/data-pangkalan-ojeg-kec.panyileukan-2016.csv
KELURAHAN, P131,terletak di wilayah administrasi,WikibaseItem,data-lokasi-tempat-sampah-kec.gedebage-2015.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/e49/519/data-lokasi-tempat-sampah-kec.gedebage-2015.csv
LOKASI, P6375,alamat,String,data-lokasi-tempat-sampah-kec.gedebage-2015.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/e49/519/data-lokasi-tempat-sampah-kec.gedebage-2015.csv
JUMLAH, P1114,jumlah,Quantity,data-lokasi-tempat-sampah-kec.gedebage-2015.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/e49/519/data-lokasi-tempat-sampah-kec.gedebage-2015.csv
KODE PUSKESMAS, ,,String,data-upt-dinas-kesehatan.csv,data.go.id
ALAMAT, P6375,alamat,String,data-upt-dinas-kesehatan.csv,data.go.id
TELEPON, P1329,nomor telepon,String,data-upt-dinas-kesehatan.csv,data.go.id
JENIS PUSKESMAS, ,,String,data-upt-dinas-kesehatan.csv,data.go.id
Wilayah, P131,terletak di wilayah administrasi,WikibaseItem,Inventarisasi-Danau-Situ-Waduk-Embung-2015-edited.csv,http://data.jakarta.go.id/dataset/e29acb13-20ef-4628-bee6-7960046d9c71/resource/e7d92dff-b34d-4ac6-99e8-43ef704eb77e/download/Inventarisasi-Danau-Situ-Waduk-Embung-2015-edited.csv
jenis_inventarisasi,P31,adalah,WikibaseItem,Inventarisasi-Danau-Situ-Waduk-Embung-2015-edited.csv,http://data.jakarta.go.id/dataset/e29acb13-20ef-4628-bee6-7960046d9c71/resource/e7d92dff-b34d-4ac6-99e8-43ef704eb77e/download/Inventarisasi-Danau-Situ-Waduk-Embung-2015-edited.csv
luas_ha, P2046,luas wilayah,Quantity,Inventarisasi-Danau-Situ-Waduk-Embung-2015-edited.csv,http://data.jakarta.go.id/dataset/e29acb13-20ef-4628-bee6-7960046d9c71/resource/e7d92dff-b34d-4ac6-99e8-43ef704eb77e/download/Inventarisasi-Danau-Situ-Waduk-Embung-2015-edited.csv
tahun, P585,waktu,Time,Data-Panjang-dan-Luas-Sungai-Menurut-Peruntukannya-di-DKI-Jakarta-Tahun-2012.csv.csv,http://data.jakarta.go.id/dataset/939ff0b9-cb62-4a3a-ae1d-f27f961ea294/resource/2565ea63-b99b-413a-8d49-96de9d852c86/download/Data-Panjang-dan-Luas-Sungai-Menurut-Peruntukannya-di-DKI-Jakarta-Tahun-2012.csv.csv
panjang, P2043,panjang,Quantity,Data-Panjang-dan-Luas-Sungai-Menurut-Peruntukannya-di-DKI-Jakarta-Tahun-2012.csv.csv,http://data.jakarta.go.id/dataset/939ff0b9-cb62-4a3a-ae1d-f27f961ea294/resource/2565ea63-b99b-413a-8d49-96de9d852c86/download/Data-Panjang-dan-Luas-Sungai-Menurut-Peruntukannya-di-DKI-Jakarta-Tahun-2012.csv.csv
luas, P2046,luas wilayah,Quantity,Data-Panjang-dan-Luas-Sungai-Menurut-Peruntukannya-di-DKI-Jakarta-Tahun-2012.csv.csv,http://data.jakarta.go.id/dataset/939ff0b9-cb62-4a3a-ae1d-f27f961ea294/resource/2565ea63-b99b-413a-8d49-96de9d852c86/download/Data-Panjang-dan-Luas-Sungai-Menurut-Peruntukannya-di-DKI-Jakarta-Tahun-2012.csv.csv
peruntukan, ,,String,Data-Panjang-dan-Luas-Sungai-Menurut-Peruntukannya-di-DKI-Jakarta-Tahun-2012.csv.csv,http://data.jakarta.go.id/dataset/939ff0b9-cb62-4a3a-ae1d-f27f961ea294/resource/2565ea63-b99b-413a-8d49-96de9d852c86/download/Data-Panjang-dan-Luas-Sungai-Menurut-Peruntukannya-di-DKI-Jakarta-Tahun-2012.csv.csv
luas_rencana_(ha), P2046,luas wilayah,Quantity,Daftar-Waduk-dan-Situ-Yang-Dikelola-Dinas-Pekerjaan-Umum-edited.csv,http://data.jakarta.go.id/ro/dataset/data-daftar-waduk-dan-situ-yang-dikelola-dinas-pekerjaan-umum/resource/b180d718-e736-4a74-b17b-183273b41b06?view_id=9c6a2835-bedc-4a1b-998e-17c9ac905a00
luas_eksisting_(ha), P2046,luas wilayah,Quantity,Daftar-Waduk-dan-Situ-Yang-Dikelola-Dinas-Pekerjaan-Umum-edited.csv,http://data.jakarta.go.id/ro/dataset/data-daftar-waduk-dan-situ-yang-dikelola-dinas-pekerjaan-umum/resource/b180d718-e736-4a74-b17b-183273b41b06?view_id=9c6a2835-bedc-4a1b-998e-17c9ac905a00
wilayah, P131,terletak di wilayah administrasi,WikibaseItem,Daftar-Waduk-dan-Situ-Yang-Dikelola-Dinas-Pekerjaan-Umum-edited.csv,http://data.jakarta.go.id/ro/dataset/data-daftar-waduk-dan-situ-yang-dikelola-dinas-pekerjaan-umum/resource/b180d718-e736-4a74-b17b-183273b41b06?view_id=9c6a2835-bedc-4a1b-998e-17c9ac905a00
keterangan, ,,String,Daftar-Waduk-dan-Situ-Yang-Dikelola-Dinas-Pekerjaan-Umum-edited.csv,http://data.jakarta.go.id/ro/dataset/data-daftar-waduk-dan-situ-yang-dikelola-dinas-pekerjaan-umum/resource/b180d718-e736-4a74-b17b-183273b41b06?view_id=9c6a2835-bedc-4a1b-998e-17c9ac905a00
wilayah, P131,terletak di wilayah administrasi,WikibaseItem,Lokasi-Pintu-Air-DKI-Jakarta-Tahun-2014-edited.csv,http://data.jakarta.go.id/dataset/cdba65d1-df7b-46ec-8662-240361f699cb/resource/df41873f-50ae-44a6-8303-1c287df0b6c5/download/Lokasi-Pintu-Air-DKI-Jakarta-Tahun-2014-edited.csv
latitude, P625,koordinat tempat,GlobeCoordinate,Lokasi-Pintu-Air-DKI-Jakarta-Tahun-2014-edited.csv,http://data.jakarta.go.id/dataset/cdba65d1-df7b-46ec-8662-240361f699cb/resource/df41873f-50ae-44a6-8303-1c287df0b6c5/download/Lokasi-Pintu-Air-DKI-Jakarta-Tahun-2014-edited.csv
longitude, P625,koordinat tempat,GlobeCoordinate,Lokasi-Pintu-Air-DKI-Jakarta-Tahun-2014-edited.csv,http://data.jakarta.go.id/dataset/cdba65d1-df7b-46ec-8662-240361f699cb/resource/df41873f-50ae-44a6-8303-1c287df0b6c5/download/Lokasi-Pintu-Air-DKI-Jakarta-Tahun-2014-edited.csv
wilayah, P131,terletak di wilayah administrasi,WikibaseItem,Lokasi-Pompa-Air-DKI-Jakarta-Tahun-2014-edit.csv,http://data.jakarta.go.id/dataset/68245cb1-b45e-4526-96de-f97a11a8a3e4/resource/e086c592-4b48-4312-96ae-a95ad20307da/download/Lokasi-Pompa-Air-DKI-Jakarta-Tahun-2014-edit.csv
jumlah_pompa, P1114,Jumlah,Quantity,Lokasi-Pompa-Air-DKI-Jakarta-Tahun-2014-edit.csv,http://data.jakarta.go.id/dataset/68245cb1-b45e-4526-96de-f97a11a8a3e4/resource/e086c592-4b48-4312-96ae-a95ad20307da/download/Lokasi-Pompa-Air-DKI-Jakarta-Tahun-2014-edit.csv
kapasitas, P2234,volume sebagai kuantitas,Quantity,Lokasi-Pompa-Air-DKI-Jakarta-Tahun-2014-edit.csv,http://data.jakarta.go.id/dataset/68245cb1-b45e-4526-96de-f97a11a8a3e4/resource/e086c592-4b48-4312-96ae-a95ad20307da/download/Lokasi-Pompa-Air-DKI-Jakarta-Tahun-2014-edit.csv
