Cell Value (CSV),Wikidata Entity (id),Wikidata Entity (label),Context,Table Name,Url
RPTRA Cililitan ,Q25470566,RPTRA Cililitan,nama_rptra,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
TK Advent IV Benhil,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMK Sumber Daya Manusia,Q62423125,SMK Sumber Daya Manusia,Nama Sekolah,SMKRawanBanjir.csv,http://data.jakarta.go.id/mn_MN/dataset/002db3c6-2252-4aed-a699-de0d28fc0372/resource/c5c76fb6-22e0-4a65-83c0-273a98539e55/download/sekolah-rawan-banjir-2018.csv
PAUD Ceria 03,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Ceria Bunga Pala,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Regina Pacis,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kelapa Gading,Q193545,Kelapa Gading,kecamatan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
Papango,,,desa_kelurahan,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Rumah Sakit/Tempat  Bersalin ,Q16917,Rumah Sakit,fasilitas_kesehatan,Data-Jumlah-Fasilitas-Kesehatan-Tahun-2007---2014.csv,http://data.jakarta.go.id/dataset/e357bd34-98ec-458f-b004-357185ce3e5e/resource/63cded1a-c658-42f9-b5d2-b6439c9acbee/download/Data-Jumlah-Fasilitas-Kesehatan-Tahun-2007---2014.csv
TK Ananda Smart Art Fun,,,NAMA SEKOLAH,data-sekolah-di-kecamatan-cinambo.csv,https://data.go.id/dataset/sekolah-di-kecamatan-cinambo-kota-bandung/resource/6a8a09b9-5d12-4083-9950-54fbc76effa4
TK Islam Meranti,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KB. Melati 04,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jakarta Utara Koja Utara,Q12491956,"Koja Utara, Koja, Jakarta Utara",nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
Jakarta Barat Cengkareng Barat,Q5058847,Cengkareng Barat,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Permata Hati Ibu,Q12710788,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
LE Taman Surya,,,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
"Sulaksono, S.Pd",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
PAUD Mangga Ubi,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Cipete Utara,Q11149627,Cipete Utara,desa_kelurahan,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SD NEGERI CIPOREAT 3,,,Nama Sekolah,data-sekolah-tahun-2018.csv,data.go.id
"TRI PADMA PUJIANTARA,MM.",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
PAUD Anggrek,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Surya Kasih Komarudin,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Amari,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KEBAGUSAN,Q12490046,Kebagusan,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
"Drs.JOHAN SUPRIYADI, M.Pd",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Melawai,,,desa_kelurahan,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Trinity Little School House,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Al-Iman,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Sukabumi Udik,,,kelurahan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
JAKARTA UTARA,Q10113,Jakarta Utara,NAMA KABUPATEN/KOTA,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
"Dr. Hj.Tety Rahim,Sp.THT-KL,Mkes,MHkes",,,direktur_rs,data-rumah-sakit-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/a10/77d/data-rumah-sakit-kota-bandung.csv
TK Permata Al Husna,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
"Drs. TULUS WINARDI, SH, M.Si.",,,kepala_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
RA As Salafiyyah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KB Royal Tots Academy,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jakarta Timur Jatinegara,Q193323,Jatinegara,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Islam Serumpun,Q25473518,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
"SUTRISNO, M. Pd",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Lapangan Tenis,,,gelanggang,Data-Fasilitas-Dinas-Pemuda-dan-Olahraga.csv,http://data.jakarta.go.id/dataset/66de37c9-5be2-46f8-8bda-53b99039c6d7/resource/c78ad873-ffc9-4918-b941-60cccfc979f9/download/Fasilitas-Dinas-Olahraga-dan-Pemuda.csv
KEBAYORAN LAMA UTARA,Q13199573,Kebayoran Lama Utara,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
TK Gudang Peluru,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
LE Pasar Baru,,,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK. Asy Syifa,Q12710445,,NAMA TK,daftar-tk-di-kecamatan-buah-batu.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/c4d/db0/daftar-tk-di-kecamatan-buah-batu.csv
Jl. Sukakarya No. 19,,,Alamat Sekolah,data-sekolah-kec.-sukajadi-2017.csv,https://data.bandung.go.id
PAUD Nadirah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Melania I,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Al-Wathoniyah Pusat Putri,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Bambang Kulup Karnoto,,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Nurmala Hikmah I,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RPTRA Ikapola,,,nama_rptra,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
PAUD Kantil Al-Musyawaroh,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Lapangan Sepakbola Muara Angke,,,gelanggang,Data-Fasilitas-Dinas-Pemuda-dan-Olahraga.csv,http://data.jakarta.go.id/dataset/66de37c9-5be2-46f8-8bda-53b99039c6d7/resource/c78ad873-ffc9-4918-b941-60cccfc979f9/download/Fasilitas-Dinas-Olahraga-dan-Pemuda.csv
RA Al Wathoniyah 1,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Nurul Iman,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Euphorbia,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Asy-Syifa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Waduk Sunter Timur 1A,,,perairan,Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv,http://data.jakarta.go.id/dataset/f9be0326-9763-43a5-af03-d064c7b631f3/resource/6aa9acb4-9359-4ada-b1c6-9d8e3faa09e0/download/Tabel-Danau-Waduk-dan-Situ-DKI-Jakarta-Tahun-2014.csv
SD NEGERI UJUNGBERUNG 04,Q61737974,SD NEGERI UJUNGBERUNG 04,Nama Sekolah,data-sekolah-tahun-2018.csv,data.go.id
RPTRA Ceria,,,nama_rptra,ruang-laktasi.csv,http://data.jakarta.go.id/dataset/a0f68e1c-1aff-4316-a2d6-6550a9a78937/resource/a84bf95d-21db-45e4-90a0-6277a01d32ab/download/ruang-laktasi.csv
TK Satu Atap,Q12710836,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Cideng,Q5119517,Cideng,kelurahan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
TK Asy Syuhada,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Albarkah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Barunawati V,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Swadharma,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Serni Ceria,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMKS GANTRA,,,Nama Sekolah,data-sekolah-tahun-2018.csv,data.go.id
PAUD Bunda,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMP Negeri 93,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
TK Kartika X-II,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SUPROJO,,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
KB PAUD Teratai,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Pulau Seribu,Q24838040,Pulau Seribu,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
PAUD Al Aqidah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TOMANG,Q12521945,Tomang,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
TK Nurul Ikhwan,Q25473693,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Kasih Ananda,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al Hikmah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Qotrunnada,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Al-Husainiyah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Al Hidayah Lestari,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KB Al-Ikhlas,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Kuntum Keluarga Mulia,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
"Dra. Indarwanti, M.Pd",,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
SMP Negeri 72,,,nama_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Puskesmas Kelurahan ,Q7261887,Pusat Kesehatan Masyarakat,fasilitas_kesehatan,Data-Jumlah-Fasilitas-Kesehatan-Tahun-2007---2014.csv,http://data.jakarta.go.id/dataset/e357bd34-98ec-458f-b004-357185ce3e5e/resource/63cded1a-c658-42f9-b5d2-b6439c9acbee/download/Data-Jumlah-Fasilitas-Kesehatan-Tahun-2007---2014.csv
RA Arridha,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Taman Superhero,Q62078994,Taman Superhero,nama_tempat,daftar-taman-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/3bc/bfa/daftar-taman-kota-bandung.csv
PAUD Al-Azhim,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Hikmatul Barokah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SPS PAUD Anggrek Hijau,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Sarijadi ,Q11175242,Sarijadi,Kelurahan,data-sekolah-2018.csv,http://data.jakarta.go.id/dataset/data-alamat-sekolah
TK Raudatul Ilmiah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Daarul Hayaat,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Aisyiyah 34,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Pelangi Bangsa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PAUD Kasih Ceria,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Jayakarta Montenssori,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA Asy Sifaa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Muhajirin 1,Q25473645,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Dra Endang Titi Prihati,,,kepala_sekolah,Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/440f8bb3-b905-4944-afcd-e5880c0bd80a/download/Data-Sekolah-Menengah-Pertama-Provinsi-DKI-Jakarta.csv
Ujungberung,Q1727915,Ujungberung,kecamatan,daftar-taman-kota-bandung.csv,https://git.bandung.go.id/opendatabdg/databdg/raw/master/resources/3bc/bfa/daftar-taman-kota-bandung.csv
SMKS BAKTI PERSADA,,,Nama Sekolah,data-sekolah-tahun-2018.csv,data.go.id
BKB PAUD Al-Ghifari,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TKs Islama Ar Rahmah,Q12710566,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMA Negeri 21,Q12510465,SMA Negeri 21 Jakarta,nama_sekolah,Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv,http://data.jakarta.go.id/dataset/af34dfc5-f45e-4b76-bd88-1ec2b9f42589/resource/eeabea3c-578e-49bd-bfe8-1d8c0b8f05bb/download/Data-Sekolah-Menengah-Atas-Provinsi-DKI-Jakarta.csv
TK Katolik Santo Paulus,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SPS BKB PAUD Nurul Muslimin,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Stadion Sepakbola VIJ,,,gelanggang,Data-Fasilitas-Dinas-Pemuda-dan-Olahraga.csv,http://data.jakarta.go.id/dataset/66de37c9-5be2-46f8-8bda-53b99039c6d7/resource/c78ad873-ffc9-4918-b941-60cccfc979f9/download/Fasilitas-Dinas-Olahraga-dan-Pemuda.csv
TK It As-Saadah,Q25472101,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA/BA/TA AZZAKIYYAH,,,Nama Sekolah,data-sekolah-tahun-2018.csv,data.go.id
Meruya Ilir,,,terminal,processed-trayek-bus-jakarta.csv,http://data.jakarta.go.id/dataset/768a73c4-037e-4b49-8af7-a0eab4fa5d16/resource/8532ecf6-733d-4238-91e9-75d1e097f561/download/processed-trayek-bus-jakarta.csv
TK Dhammasavana,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Fatahillahkebagusan,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Melati Rw. 04,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Yaspimi,,,Nama Sekolah,data-sekolah-2018.csv,http://data.jakarta.go.id/dataset/data-alamat-sekolah
Jakarta Pusat Kebon Melati,Q6382432,Kebon Melati,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
Gunung,Q11225566,Gunung,kelurahan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
Melati Vi,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
"Ciracas, Jakarta Timur",Q193382,Ciracas,LOKASI,processed-data-taman-bangunan-umum-jakarta.csv,http://data.jakarta.go.id/dataset/9d5f78cc-50e6-4b08-b49d-8f69ed6c2c36/resource/90ac07aa-856a-4aa3-b786-e9385bb409da/download/processed-data-taman-bangunan-umum-jakarta.csv
TK Budi Jaya,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Setia Mekar,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kebon Baru,Q12490091,Kebon Baru,kelurahan,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
Raudhatul Jannah,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Al Wathoniyah 2,Q25472521,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
KB PAUD Ash Solihin,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
BKB PAUD Lentera Bangsa,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Saadatudarrain,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
PELA MAMPANG,Q13200208,Pela Mampang,NAMA KELURAHAN,dkikepadatankelurahan2013.csv,http://data.jakarta.go.id/dataset/7f89597f-d3d8-49eb-9c80-f493f52167f7/resource/a749a19e-6279-4201-990b-58f1c2e98a29/download/dkikepadatankelurahan2013.csv
PAUD Flamboyan Rw-02,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SMAS MUTIARA BUNDA,,,Nama Sekolah,data-sekolah-kec.-arcamanik---dapodikdasmen.csv,http://data.bandung.go.id/dataset/2ce98757-5043-41db-b49c-27cf69b57892/resource/9e2922c6-921b-4b0d-970d-bbf5b8c57bbe/download/data-sekolah-kec.-arcamanik---dapodikdasmen.csv
LE Kebon Bawang,,,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
KB Bina Sejahtera I,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Kelompok Bermain High Scope Indonesia,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Apple Tree Preschool,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Islam Ar-Rahmah,Q12710566,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Bina Remaja,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Lb Abdi Gumelar,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
RA/BA/TA Upeka IV,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
SPK SD,,,Jenjang Sekolah,data-sekolah-kec.-sukajadi-2017.csv,https://data.bandung.go.id
TK My First School,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
Jakarta Barat Kota Bambu,,,nama_kantor,Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv,http://data.jakarta.go.id/dataset/cf99eb0b-1818-4beb-bb26-3c185cac2620/resource/09de786f-ed0f-40b2-a7fc-7d97452766ca/download/Daftar-Kantor-Pelayanan-Pajak-Di-DKI-Jakarta-edited.csv
BKB PAUD Sakura 011,,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Tiranus,Q25472977,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
TK Rukun Istri,Q12710818,,nama,Data-Sekolah-TK-PAUD-DKI-Jakarta-2018-edited.csv,data.go.id
